"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",1,1,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",2,1,1
"André Theuriet - Blagis","48,7797732574544","2,31305256485939",1,1,0
"Aqueduc - Villette","48,883886063895","2,367198803315",2,2,0
"Archives - Rivoli","48,857346707443","2,3539767041802",1,1,0
"Assas - Rennes","48,8492084999386","2,32851454623001",1,1,0
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",1,1,0
"Bara - Henri Farman","48,8332180274578","2,26775676012039",2,1,1
"Belfort - Voltaire","48,8563358","2,3829901",3,1,2
"Bercy - Villot","48,841795009027","2,3767850184816",1,1,0
Bercy.,"48,839966914994","2,3788625746965",1,0,1
"Bertrand Sincholle - Henri Barbusse","48,8992598239435","2,3042294383049",1,1,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",1,1,0
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,1,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",1,1,0
"Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",1,1,0
"Bois de Vincennes.","48,8338064","2,4132221",1,0,1
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,0,1
"Boudreau - Auber","48,87219","2,329423",1,1,0
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",1,0,1
"Boulard - Daguerre","48,8344647268061","2,32933860272169",2,1,1
"Brochant - Square des Batignolles ","48,8881869858103","2,31686114315115",1,0,1
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,0,1
"Bréa - Raspail","48,842738478258","2,3297942217634",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",2,1,1
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,1,0
"Buisson Saint-Louis - Saint-Maur","48,871746849303","2,37225283287899",1,1,0
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,1,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",2,2,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,0,1
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",3,2,1
"Censier - Santeuil","48,8406589213852","2,35375240445137",2,1,1
"Centenaire - Sorins","48,8585352335973","2,42735087871552",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",3,2,1
"Chabrol - d'Hauteville","48,8770183880333","2,35131796449423",1,1,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,0,1
"Charenton - Prague","48,848175129981","2,3763584494312",2,1,1
"Charles Delescluze","48,8524220084889","2,38063249737024",3,3,0
"Charonne - Philippe-Auguste","48,855603162026","2,39054639062",2,2,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",2,1,1
"Choisy - Tolbiac","48,82591155587","2,3602393269539",1,1,0
"Cimetière de Boulogne-Billancourt","48,830764","2,252024",1,1,0
"Cité Riverin - Château d'Eau","48,8707024235543","2,35873986390085",1,0,1
"Cité Vaneau","48,8542210666207","2,31961492449045",1,1,0
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",1,1,0
"Claude Decaen - Cannebière","48,8376141703795","2,3972537821957",1,1,0
"Commandant Rivière","48,872933","2,309796",1,1,0
"Commerce - Letellier","48,8479766037361","2,29662451965988",1,1,0
"Constantine - Université","48,8606804737383","2,31484819558422",2,1,1
"Courcelles - Pierre Demours","48,8837697332735","2,29858466343129",1,1,0
"Cours de Vincennes - Soult","48,846918761569","2,4105220288038",1,1,0
"Custine - Ramey","48,888735896947","2,3469526693225",2,2,0
"Dantzig - Lefebvre","48,8301392158676","2,29593403637409",1,1,0
"Daumesnil - Picpus","48,8374688","2,401765",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,0,1
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",1,0,1
"Ecole Militaire - Place Joffre","48,852060203583","2,3017993569374",1,1,0
"Ecoles - Carmes","48,8489044479894","2,34734863042831",2,2,0
"Enfants du Paradis - Peupliers","48,833122686454","2,2571459412575",1,1,0
"Epée de Bois - Mouffetard","48,8415086903888","2,35006671398878",2,1,1
"Estrapade - Ulm","48,8451277282804","2,34545681703617",1,1,0
"Eylau - Trocadéro","48,863354122371","2,2864209115505",1,1,0
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",1,0,1
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072",1,1,0
"Faubourg Montmartre - La Fayette","48,8752545490534","2,34085366129875",1,1,0
"Faubourg Poissonniere - Delta","48,8825558076268","2,34974820166826",1,1,0
"Faubourg Poissonnière - Dunkerque","48,8808834454044","2,34993427991867",1,1,0
"Fernand Braudel - Vincent Auriol ","48,8363785231815","2,3723404482007",1,0,1
"Ferrus - Saint-Jacques","48,8313878","2,3408563",1,0,1
"Fontainebleau - Edmond Michelet","48,8095643684405","2,3626908659935",1,1,0
"Fontenay - Libération","48,8478030636469","2,4451419711113",1,1,0
"Française - Etienne Marcel","48,8640533046538","2,34758701175451",2,2,0
"Fédération - Suffren","48,852828153442","2,2978776320815",2,2,0
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",3,2,1
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",2,1,1
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",2,2,0
"Gare RER - Malleret-Joinville","48,802936","2,42531",1,1,0
"Gare SNCF Vanves-Malakoff","48,8190021638364","2,29215000510361",1,1,0
"Gare d'Austerlitz","48,842524","2,364044",1,1,0
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",2,2,0
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916",1,0,1
"Gare de Lyon - Roland Barthes","48,8439572949406","2,37908821552992",1,0,1
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",1,1,0
"Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",1,1,0
"Gare de l'Est - Fidélité","48,874575","2,356796",1,1,0
"Gaston Tessier - Rosa Parks RER","48,8963765","2,3743692",1,1,0
"Gay Lussac - Saint-Jacques","48,8447302561321","2,34192394486641",1,1,0
"Geoffroy-Saint-Hilaire - Saint-Marcel","48,8390782642497","2,35687734066973",1,1,0
"Gobelins - Port-Royal","48,837135900263","2,3515201359987",2,0,2
"Granges aux Belles","48,8761373390584","2,3680844979417",1,1,0
"Greneta - Sebastopol","48,865242333228","2,3516669869423",3,3,0
"Guy Môquet - Compoint","48,8921355904487","2,32321947813034",1,1,0
"Guynemer - Séverine","48,8309174337104","2,27907065302134",1,0,1
"Harpe - Saint-Germain","48,851518815017","2,3436703160405",1,1,0
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094",1,1,0
"Hoche - Tilsitt","48,874836457837","2,2971323132515",1,1,0
"Hôtel de Ville - Pont-Marie","48,8538996455274","2,35694725066423",2,1,1
"Hôtel de Ville de Levallois Perret","48,8931445199742","2,28888183832169",2,2,0
"Hôtel de Ville de Saint-Ouen","48,911380185786","2,3340076807601",1,1,0
"Institut du Monde Arabe - Saint-Germain","48,849063299501","2,3558086529374",1,0,1
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",1,1,0
"Jean Colly - Tolbiac","48,8278172915978","2,37054906785488",1,1,0
"Jean Moulin - Place Victor et Hélène Basch","48,82764910241","2,3261967301369",2,2,0
"Jean de la Fontaine - Boulainvilliers","48,8526479146165","2,27586641907692",1,1,0
"Jean-François Lépine - Stephenson","48,8861146679681","2,35685562752928",2,2,0
"Jean-Jacques Rousseau - Deux Ecus","48,8629780597213","2,34146352857351",1,1,0
"Jouffroy d'Abbans - Wagram","48,881973298352","2,301132157445",1,0,1
"Jules Ferry - Faubourg du Temple Paris","48,868397","2,3678933",1,0,1
"Keller - La Roquette","48,8555508","2,3752778",2,1,1
"Kléber - Gouverneur Général Eboué","48,8268858430698","2,2723413258791",1,1,0
"LCL Campus - Place Oscar Niemeyer","48,8053424806216","2,36398369073868",1,1,0
"La Motte-Picquet - La Tour Maubourg","48,856926701847","2,3096215831203",1,1,0
"Lacépède - Linné","48,8437035476636","2,35465127974749",2,1,1
"Lamartine - Faubourg Montmartre","48,8766139828908","2,33976569026709",1,1,0
"Lavandieres Sainte Opportune - Rivoli","48,859279702476","2,3466217517853",1,1,0
"Le Goff - Gay-Lussac","48,8461024009786","2,34122078865767",1,1,0
"Lecourbe - Convention","48,839233192419","2,29151979088783",1,0,1
"Ledru-Rollin - Place du Père Chaillet","48,8564337069437","2,37902058776143",1,0,1
"Legendre - Clichy","48,8889616185588","2,32252897509438",1,1,0
"Lemercier - Cardinet","48,8900971688517","2,3173776268959",1,1,0
"Lobau - Hôtel de Ville","48,8562118","2,3532536",1,0,1
"Longchamp - Place d'Iéna","48,8649172334339","2,29267481714487",1,1,0
"Louis Blanc - La Chapelle","48,884008964514","2,3599335551262",2,1,1
"Lourmel - Marie Skobtsov","48,844974","2,287283",1,1,0
