"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151",1,1,0
"Alexander Fleming - Belvédère","48,8817906420029","2,40305993776427",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Amaury Duval - Gabriel Péri","48,8171875967167","2,3238417506218",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,0,1
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,1,0
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",2,1,1
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",1,0,1
"Bastille - Biscornet","48,851355779579","2,369220033288",1,0,1
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",1,1,0
"Belfort - Voltaire","48,8563358","2,3829901",1,1,0
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",2,1,1
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,1,0
"Bercy - Traversiére","48,846192642574","2,3703800886869",1,0,1
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,1,0
"Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",1,1,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",2,1,1
"Bois de Vincennes.","48,8338064","2,4132221",1,1,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",2,2,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,0,1
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",5,3,2
"Brillat-Savarin - Küss","48,822203","2,350422",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",2,0,2
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",2,2,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",13,1,12
Centquatre,"48,8893335384554","2,37078543752432",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",1,0,1
"Charentonneau - Maisons Alfort","48,8099329804844","2,44328845649695",2,2,0
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",1,1,0
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",1,1,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",2,1,1
"Chernoviz - Raynouard","48,8569864146289","2,28217321814299",1,1,0
"Clapeyron - Moscou","48,8807881951412","2,32481505721807",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",1,1,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",2,2,0
"De Toqueville - Terrasse","48,882428","2,314002",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,1,0
"Duméril - Jeanne d'Arc","48,8381516080866","2,3571084495564",1,0,1
"Dunois - Clisson","48,832294","2,3674523",1,1,0
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962",1,1,0
"Erasme - Ulm","48,8426437527471","2,34459467232227",1,1,0
"Esplanade du Foncet - Camille Desmoulins","48,827090233495","2,26068578660488",1,1,0
"Euryale Dehaynin - Loire","48,8862489173048","2,3774591088295",2,1,1
"Exelmans - Versailles","48,8409749109197","2,26439025253057",1,1,0
"Faidherbe - Dahomey","48,8513583297718","2,38382313479543",1,1,0
"Faustin Hélie - Desbordes-Valmore","48,859403","2,276522",1,1,0
"Félix Faure - Convention","48,841249336041","2,2883866008495",2,1,1
"Gabriel Péri - Place de la Libération","48,819828421929","2,3117361743705",1,0,1
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",2,2,0
"Gare Rer de Fontenay sous Bois","48,8436279","2,4630465",1,0,1
"Gare d'Austerlitz","48,842524","2,364044",2,2,0
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",2,2,0
"Gare de Lyon - Roland Barthes","48,8439572949406","2,37908821552992",2,1,1
"Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",1,1,0
"Gare de l'Est - Verdun","48,876156054271","2,3609149083206",1,1,0
"Gare du Nord - Demarquay","48,881154","2,358411",1,0,1
"Gare du Nord - Denain","48,879595787608","2,3544725775719",1,0,1
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",1,1,0
"Gare du Nord - Faubourg Saint-Denis","48,8796127655036","2,35684029757977",1,1,0
"Gare du Nord - Place de Valenciennes","48,879089","2,354235",1,0,1
"Gay Lussac - Saint-Jacques","48,8447302561321","2,34192394486641",2,2,0
"Gouthière - Poterne des Peupliers","48,820507","2,351342",2,1,1
"Grande Truanderie - Saint-Denis","48,8626302","2,3498075",1,1,0
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277",1,1,0
"Harpe - Saint-Germain","48,851518815017","2,3436703160405",1,0,1
"Hélène et François Missoffe - Emile Borel","48,8999065384349","2,32154399167484",2,1,1
"Italie - Tolbiac","48,8255722946442","2,3576171323657",1,1,0
"Jardin Marguerite Long","48,8816985773914","2,28365756571293",1,0,1
"Jean Moulin - Place Victor et Hélène Basch","48,82764910241","2,3261967301369",1,1,0
"Jean de la Fontaine - Boulainvilliers","48,8526479146165","2,27586641907692",1,1,0
"Jean-Pierre Timbaud - Vaucouleurs","48,867937","2,377885",2,1,1
"Joseph Dijon - Ornano","48,8937445335152","2,34766781330109",1,1,0
"Jourdan - Stade Charléty","48,819428333369","2,3433353751898",1,1,0
"Jules Guesdes - Général de Gaulle","48,8193058129196","2,2789341956377",3,3,0
"Keller - La Roquette","48,8555508","2,3752778",1,0,1
"La Motte-Picquet - Grenelle","48,8485832133919","2,2993478178978",2,1,1
"Lagny - Joffre","48,8493068708409","2,41794973611832",1,1,0
"Lagny - Victor Basch","48,8488414718988","2,42632541892523",1,1,0
"Lamarck - Saint-Ouen","48,891334555236","2,3272445342326",1,0,1
"Laumière - Petit","48,8846736853833","2,3800390586257",1,1,0
"Le Goff - Gay-Lussac","48,8461024009786","2,34122078865767",2,2,0
"Lecourbe - Convention","48,839233192419","2,29151979088783",1,0,1
"Legendre - Nollet","48,8877421867542","2,32029307988137",3,2,1
"Leredde - Tolbiac","48,82887629664","2,3744382709265",1,1,0
"Liège - Moscou","48,8795431","2,3264628",1,1,0
"Lobau - Hôtel de Ville","48,8562118","2,3532536",2,0,2
"Louis Rolland - République","48,8171088974075","2,31931064349557",1,1,0
"Lucie Aubrac - Franklin","48,8622391600681","2,44358628988266",1,1,0
"Lucien Bossoutrot - Général Martial Vallin","48,836956046311","2,2741072252393",1,0,1
"Lucien Sampaix - Récollets","48,8743303775605","2,3621229082346",2,2,0
"Maine - Jean Zay","48,837925263898","2,3225428909063",1,1,0
"Mairie d'Issy","48,8237677924683","2,27231115102768",1,1,0
"Mairie du 19ème","48,8825626424796","2,38126248121262",1,1,0
"Mairie du 3ème","48,8644617813914","2,36176282167435",2,1,1
"Manin - Simon Bolivar","48,8764996541268","2,3794073625991",1,1,0
"Marché Secrétan","48,8812549637948","2,37346328794956",2,1,1
"Mazagran - Bonne Nouvelle","48,870047123655","2,3511248454452",1,1,0
"Metz - Faubourg Saint-Denis","48,870893","2,353521",2,1,1
"Molière - République","48,8111158139071","2,31457386244482",1,1,0
"Montmartre - Etienne Marcel","48,86502194581","2,3450684401448",2,2,0
"Montreuil - Gonnet","48,850500564921","2,3890856287864",1,0,1
"Montreuil - République","48,8502634946369","2,43452042341232",1,1,0
"Montreuil - Voltaire","48,850507011842","2,3930755582745",1,1,0
"Naples - Rome","48,8799607008462","2,32135869562626",1,1,0
"Nationale - Place Jules Guesde","48,82753962463","2,24160522222519",1,1,0
"Neuve Saint-Pierre - Beautreillis","48,8535535143965","2,36391227692366",1,1,0
"Ney - Charles Hermite","48,8987480397752","2,36457545310259",1,1,0
"Odessa - Départ","48,842885590081","2,3244281485677",1,1,0
"Parmentier - Abel Rabaud","48,8692127383611","2,37168882124071",1,1,0
"Parmentier - Fontaine au Roi","48,8678767055174","2,37270597867147",1,0,1
"Parmentier - République","48,8644954","2,3750124",1,0,1
"Parvis Corentin Celton","48,8274725252273","2,27843195199966",1,1,0
"Passy - Place du Costa Rica","48,8584893","2,2839655",1,1,0
"Pasteur - Gambetta","48,8457279738451","2,4236011505127",3,2,1
"Paul Barruel - Vaugirard","48,8401491854624","2,30443328619003",1,1,0
"Paul Klee - Place Augusta Holmes","48,838946417408","2,3704235663953",1,1,0
"Pelée - Alphonse Baudin","48,8600265","2,3710541",2,1,1
"Petit - Georges Thill","48,8860313199917","2,38957531750202",1,1,0
Philippe-Auguste,"48,851853488265","2,3932945355773",3,3,0
"Place Carnot","48,855939321868","2,44153171777725",1,1,0
"Place Fernand Forest","48,8492691438359","2,28186316788197",1,1,0
"Place Jacques Bonsergent","48,870948218595","2,3612049221992",1,1,0
"Place Lafayette","48,829654975522","2,2638675570488",2,0,2
"Place Mireille Havet","48,850533","2,383756",1,1,0
"Place Nationale - Château-des-Rentiers","48,829268","2,365212",1,1,0
"Place Paul Delouvrier","48,8919762143137","2,38512888550758",1,1,0
"Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",2,2,0
"Place de Barcelone - Mirabeau","48,847623027364","2,2735664248466",1,1,0
"Place de Finlande","48,862408335967","2,3113624379039",1,1,0
"Place de l'Édit de Nantes","48,88879","2,3785",1,1,0
"Place de la Nation - Taillebourg","48,8488408","2,3973043",2,0,2
"Place des Ternes.","48,8784386312265","2,2977277636528",1,1,0
"Place du Colonel Fabien","48,87756832086","2,3698791861534",1,1,0
"Port-Royal - Hôpital du Val-de-Grâce","48,837668272811","2,3448138346607",1,1,0
"Porte Molitor","48,8452476351143","2,25690152496099",2,2,0
"Porte d'Asnières","48,8903581761049","2,30362862348557",1,1,0
"Porte d'Italie","48,817161987719","2,36023630946875",1,1,0
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639",1,1,0
"Porte de Vincennes","48,846454","2,415514",1,1,0
"Pré Saint-Gervais - Lilas","48,877870626988","2,3959073424339",1,1,0
"Quai de l'Oise - Aisne","48,8906231","2,3833701",1,1,0
"Rapp - Place du Général Gouraud","48,858102885107","2,3004072904587",1,1,0
"Regnault - Patay","48,8243578221638","2,37706515938044",1,1,0
"René Binet - Porte de Montmartre","48,8990510995085","2,33655340969563",1,1,0
"René Boulanger - Lancry","48,8685433","2,3600032",1,1,0
"Rocher - Laborde","48,8759024071265","2,32261631637812",1,0,1
"Roquette - Folie Regnault","48,8592469591555","2,3865536235787",2,2,0
"Réaumur - Montmartre","48,868230999759","2,3438260338876",1,1,0
"Saint-Ambroise - Parmentier","48,862147844548","2,3772348091006",1,1,0
"Saint-Antoine Sévigné","48,8550222","2,3612322",1,0,1
"Saint-Bon - Rivoli","48,857999643315","2,3502172809763",1,0,1
"Saint-Denis - Rivoli","48,859059340842","2,3476943001151",1,0,1
"Saint-Honoré - 29 juillet","48,8655711428242","2,33056741757715",3,0,3
"Saint-Mandé - Fabre d'Eglantine","48,8453579","2,3965022",1,1,0
"Saint-Maur - République","48,8641858614551","2,37831741571426",1,0,1
"Sorbonne - Ecoles","48,849686566191","2,3434996604919",1,1,0
"Square Bela Bartok","48,851201568304","2,28465367108583",1,1,0
"Square Cambronne","48,84756654526","2,3025691509247",1,1,0
"Square Desnouettes","48,8347683793419","2,28414229739467",1,1,0
"Square Emile - Chautemps","48,867433724231","2,3536357283592",2,0,2
"Square Georges Melies","48,8407023921308","2,40966774523258",2,2,0
"Square Saint-Ambroise","48,860934","2,375841",1,1,0
"Temple - Charlot","48,865709343796","2,3652737250724",1,0,1
"Thionville - Ourcq","48,8891761374379","2,38336533308029",2,2,0
"Tiron - Rivoli","48,855692253233","2,3579058051109",1,1,0
"Transvaal - Charles de Gaulle ","48,8482804036288","2,23734201208572",1,0,1
"Turbigo - Réaumur","48,8655740475305","2,35641986131668",3,2,1
"Vanne - Général de Gaulle","48,815007","2,328318",1,1,0
"Verdier - Jean Jaurès","48,8161404871121","2,3123561963439",1,1,0
"Victor Hugo - Galliéni","48,8380201544113","2,24608451128006",1,0,1
"Vieille du Temple - Francs Bourgeois","48,8582564133658","2,35821794718504",1,1,0
"Villette - Belleville","48,8726877314","2,376461327076",1,0,1
