"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",2,2,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Alfred Roll - Berthier","48,887808570529","2,3000952981763",1,1,0
"Alger - Rivoli","48,864773553495","2,3294493936128",1,1,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",1,1,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",2,2,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,0,1
"Archives - Rivoli","48,857346707443","2,3539767041802",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",1,0,1
"Aristide Briand - Gare de Bagneux","48,7938726966498","2,32114881277084",1,1,0
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",3,3,0
"Athènes - Clichy","48,878113787876","2,32956021945824",2,0,2
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,0,1
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",2,2,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,0,1
"Balzac - Champs Elysées","48,872699639621","2,3001953959465",1,1,0
"Balzac - Olympes de Gouges","48,7785033248675","2,4006786569953",1,1,0
Basilique,"48,9362689105911","2,35886668202009",2,0,2
"Bastille - Biscornet","48,851355779579","2,369220033288",1,0,1
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",2,1,1
"Batignolles - Beudant","48,8821640146638","2,31985297054052",3,3,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",1,1,0
"Belfort - Voltaire","48,8563358","2,3829901",1,1,0
"Bellefond - Poissonnière","48,8775989705071","2,34846375882626",1,1,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",2,2,0
"Benjamin Godard - Victor Hugo","48,865983","2,275725",1,1,0
"Bercy - Traversiére","48,846192642574","2,3703800886869",1,0,1
"Bercy - Villot","48,841795009027","2,3767850184816",3,1,2
Bercy.,"48,839966914994","2,3788625746965",3,1,2
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,0,1
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",2,1,1
"Bir Hakeim","48,8538440543335","2,28970534822202",1,1,0
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",2,1,1
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,0,1
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",2,2,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",2,2,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",2,2,0
"Botzaris - Crimée","48,8795969869018","2,38879133374771",1,1,0
