"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",2,2,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,0,1
"Arthur Auger - Jean Jaurès","48,8137364455852","2,30692774057388",1,1,0
"Assas - Luxembourg","48,8437344687794","2,33342838187589",1,0,1
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",2,2,0
Avenir,"48,8103438","2,3003776",2,2,0
"Bastille - Biscornet","48,851355779579","2,369220033288",1,1,0
"Belfort - Voltaire","48,8563358","2,3829900999999998",1,1,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",2,0,2
"Bois de Vincennes.","48,8338064","2,4132221",2,2,0
"Botzaris - Parc des Buttes Chaumont","48,877951","2,381464",1,1,0
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,0,1
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",1,1,0
"Béranger - Félix Faure","48,8040482862149","2,28482633737234",1,1,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Carpeaux - Place Jacques Froment","48,8906542","2,3309428",1,1,0
Centquatre,"48,8893335384554","2,37078543752432",1,1,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,1,0
"Charenton - Diderot","48,846171461187","2,3793068155646",1,1,0
"Charenton - Jardiniers","48,833821772923","2,394692664106",1,1,0
"Charenton - Prague","48,848175129981","2,3763584494312",1,1,0
"Charenton - Wattignies","48,836675796406","2,3917958555556",2,1,1
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",1,1,0
"Chevaleret - Tolbiac","48,82941","2,375934",1,1,0
"Choisy - Tolbiac","48,82591155587","2,3602393269539",1,1,0
"Cimetière d'Issy-les-Moulineaux","48,8176997739254","2,26093120872974",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",1,1,0
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",2,2,0
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852",1,1,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",1,0,1
"Custine - Ramey","48,888735896947","2,3469526693225",2,2,0
"Damrémont - Ordener","48,8934003929819","2,3362665239128",1,1,0
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105",1,1,0
"Danton - Serpente","48,8522973625817","2,34141323715448",1,1,0
"Dareau - Broussais","48,8307758","2,3361804",1,1,0
"Desaix - Edgar Faure","48,8528046049403","2,29307702985722",1,1,0
"Didot - Mariniers","48,8265054361311","2,31313619827167",1,1,0
