"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Abbeville - Faubourg Poissonnière","48,879223","2,349147",1,0,1
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",1,1,0
"Adolphe Lalyre - Armand Silvestre","48,9040626696159","2,27341622114182",2,2,0
"Alexandre Dumas - Place de la Réunion","48,8553371074205","2,39977036876463",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,0,1
"Arsène Houssaye - Champs-Elysées","48,873409276267","2,2977904602885",1,1,0
"Assas - Rennes","48,8492084999386","2,32851454623001",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",2,1,1
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bastille - Biscornet","48,851355779579","2,369220033288",1,0,1
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,1,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",1,1,0
"Belfort - Victor Hugo","48,9018492","2,3172724",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Belleville - Pyrénées","48,8741908","2,3860039",1,1,0
"Belleville - Télégraphe","48,8756045","2,3995549",2,2,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,1,0
"Benjamin Delessert - Jean Lolive","48,8939204361934","2,4179819226265",1,1,0
"Benoît Frachon - République","48,8523072901432","2,4156054854393",2,2,0
"Berri - Haussmann","48,8747460473571","2,30829533189535",2,2,0
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",2,0,2
"Bertie Albrecht - Hoche","48,8761403982639","2,3013031383076",1,0,1
"Bichat - Grange aux Belles","48,873688","2,365015",1,1,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Bir Hakeim","48,8538440543335","2,28970534822202",1,0,1
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",1,1,0
"Bordier - Félix Faure","48,9039075188202","2,3830059170723",3,3,0
"Boudreau - Auber","48,87219","2,329423",2,1,1
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",1,0,1
"Boyer-Barret - Raymond Losserand","48,8332988023332","2,31733839958906",1,0,1
"Boétie - Ponthieu","48,871417284355","2,3076787590981",3,3,0
