"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",1,0,1
"Alger - Rivoli","48,864773553495","2,3294493936128",2,2,0
"André Karman - République","48,9103987576185","2,38513559103012",1,1,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",2,1,1
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Bachaumont - Montmartre","48,8661739507914","2,34497755765915",1,0,1
"Bastille - Biscornet","48,851355779579","2,369220033288",1,1,0
"Batignolles - Rome","48,8818233705668","2,32025898993015",1,1,0
"Belfort - Victor Hugo","48,9018492","2,3172724",1,1,0
"Belidor - Gouvion-Saint-Cyr","48,8802215405201","2,28546805679798",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Bercy - Traversiére","48,846192642574","2,3703800886869",1,1,0
"Berri - Haussmann","48,8747460473571","2,30829533189535",1,1,0
"Bertrand Sincholle - Henri Barbusse","48,8992598239435","2,3042294383049",2,1,1
"Bleue - Trévise","48,8757890656457","2,34728962182999",2,2,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bordier - Félix Faure","48,9039075188202","2,3830059170723",1,0,1
"Bourdon - Pont Morland","48,8478103","2,3659356",2,1,1
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",4,1,3
"Bridaine - Lamandé","48,8862074","2,3206239",1,0,1
"Brochant - Square des Batignolles ","48,8881869858103","2,31686114315115",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,0,1
"Cambon - Rivoli","48,866143390992","2,3251800647137",3,3,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Cambronne - Villa Croix Nivert","48,845847561366","2,3017574474216",1,1,0
"Candale - Mehul","48,8893935006175","2,4143797159195",1,1,0
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",1,1,0
"Chabrol - d'Hauteville","48,8770183880333","2,35131796449423",1,1,0
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
"Chancé Milly - Cimetière Communal Sud","48,8968718938247","2,3039223253727",1,1,0
"Charles Tillon - Cimetière Communal","48,9184402364184","2,39356309175491",5,5,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",1,0,1
"Chevaleret - Louise Weiss","48,8325865133506","2,37121138811995",1,1,0
"Château - République","48,905928","2,253629",1,1,0
"Cimetière de Montmartre","48,886472466142","2,3328901827335",1,1,0
"Cité Riverin - Château d'Eau","48,8707024235543","2,35873986390085",1,1,0
"Cité Vaneau","48,8542210666207","2,31961492449045",1,1,0
"Claude Decaen - Cannebière","48,8376141703795","2,3972537821957",1,1,0
"Claude Vellefaux - Hôpital Saint-Louis","48,872859139003","2,3700717069851",1,1,0
"Clignancourt - Ordener","48,8914577261538","2,34863647806049",1,1,0
"Condorcet - Turgot","48,8798515578909","2,34523236751556",1,1,0
"Constantine - Université","48,8606804737383","2,31484819558422",1,1,0
"Convention - Lourmel","48,8420550416557","2,28599108755589",2,1,1
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,0,1
"Cours de Vincennes - Soult","48,846918761569","2,4105220288038",1,1,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",1,0,1
"Custine - Ramey","48,888735896947","2,3469526693225",1,1,0
"Damrémont - Caulaincourt","48,8871450907874","2,33258809894323",1,1,0
"Damrémont - Ordener","48,8934003929819","2,3362665239128",1,1,0
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",1,1,0
"David Weill - Parc Montsouris","48,8210923742561","2,33372569084167",1,1,0
"Diane Arbus","48,898800717199","2,3524022474885",1,1,0
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",1,1,0
"Eglise d'Auteuil","48,8474984177169","2,26848387135299",1,1,0
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962",3,3,0
"Emile Blemont - Poteau","48,8943782","2,3415122",1,1,0
"Enghien - Faubourg Poissonnière","48,872420063053","2,3483952362828",2,2,0
"Etienne Jodelle - Saint Ouen","48,8879401639469","2,32612442031434",1,1,0
"Eugène Oudiné - Dessous Des Berges","48,8256423","2,3750226",1,1,0
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",2,1,1
"Faidherbe - Dahomey","48,8513583297718","2,38382313479543",1,1,0
"Faubourg Poissonnière - Dunkerque","48,8808834454044","2,34993427991867",1,1,0
"Favart - Italiens","48,871446353921","2,3382901058508",2,2,0
"Flandrin - Longchamp","48,8687784917848","2,27435453917683",1,1,0
"Fort d'Aubervilliers","48,9150238237033","2,40352816879749",1,1,0
"Francoeur - Caulaincourt","48,8899944409612","2,34252970665693",2,2,0
"Francoeur - Marcadet","48,8910412326166","2,34001458544203",1,1,0
"François 1er - Montaigne","48,866887649978","2,3066755757207",1,1,0
"Félix Faure - Convention","48,841249336041","2,2883866008495",1,1,0
"Félix Ziem - Armand Gauthier","48,8894963048682","2,3333936588044",1,1,0
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",1,0,1
"Gare d'Austerlitz","48,842524","2,364044",1,1,0
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286",3,3,0
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",1,1,0
"Gare de l'Est - Chateau Landon","48,879305","2,362424",1,1,0
"Gare de l'Est - Fidélité","48,874575","2,356796",2,2,0
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",3,2,1
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",1,1,0
"Gare du Nord - La Chapelle","48,884178287286","2,3561057075858",2,2,0
"Gobelins - Port-Royal","48,837135900263","2,3515201359987",2,1,1
"Goutte d'or - Barbès","48,885124323627","2,3496962338686",1,1,0
"Grande Armée - Brunel","48,876116","2,288124",1,1,0
"Granges aux Belles - Hôpital Saint-Louis","48,8747949948413","2,36666943698496",2,2,0
"Greneta - Sebastopol","48,865242333228","2,3516669869423",2,2,0
"Guy Môquet - Jean Moulin","48,9409315210208","2,36394899993177",1,1,0
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277",1,1,0
"Halles - Bourdonnais","48,860448992575","2,3460162431002",1,1,0
"Harpe - Saint-Germain","48,851518815017","2,3436703160405",1,0,1
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094",2,0,2
"Hôpital Européen Georges Pompidou ","48,8376953191634","2,27537423372269",1,1,0
"Hôpital Pitié Salpêtrière","48,8377016","2,3604946",1,1,0
"Hôtel de Ville - Pont-Marie","48,8538996455274","2,35694725066423",1,1,0
"Indre - Prairies","48,8625439850678","2,40329045802355",1,1,0
"Ivry - Baudricourt","48,824695995415","2,36310607357747",1,1,0
"Jacques Callot - Mazarine","48,8552801753319","2,33757432550192",2,1,1
"Javel - André Citroën","48,846276485475","2,27863680571318",1,1,0
"Jean-Baptiste Charcot - Sainte-Geneviève","48,9031088372157","2,2788929566741",1,0,1
"Jean-Baptiste Pigalle - La Bruyere","48,8793982644772","2,33370917333728",1,1,0
"Jean-Jacques Rousseau - Deux Ecus","48,8629780597213","2,34146352857351",1,0,1
