"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Ambroise Rendu - Porte Brunet","48,883667","2,395733",1,1,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,1,0
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Archives - Rivoli","48,857346707443","2,3539767041802",1,0,1
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,1,0
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",1,1,0
"Belfort - Victor Hugo","48,9018492","2,3172724",1,0,1
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",1,1,0
"Bons Raisins - Voltaire","48,872824514614","2,19471555708509",2,2,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,0,1
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",3,2,1
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",1,1,0
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Cartier Bresson - Denis Papin","48,902616","2,397814",1,1,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,1,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,1,0
"Cevennes - Bergers","48,842407651304","2,28103771805763",1,0,1
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",1,0,1
"Charles Delescluze","48,8524220084889","2,38063249737024",1,1,0
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",1,0,1
"Choisy - Malmaisons","48,8219197029561","2,36334688340709",2,2,0
"Choron - Martyrs","48,8778514435025","2,33967013657093",1,0,1
"Château - Bineau","48,8904040285898","2,27010637521744",1,0,1
"Château - République","48,905928","2,253629",1,1,0
"Constantine - Université","48,8606804737383","2,31484819558422",1,1,0
"Convention - Lourmel","48,8420550416557","2,28599108755589",1,1,0
"Convention - Saint-Charles","48,843156111116","2,28310905396938",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",2,1,1
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",1,1,0
"Douai - Bruxelles","48,883207841228","2,33084499490285",1,1,0
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",1,1,0
