"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"18 juin 1940 - Buzenval","48,868807","2,185428",2,2,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,1,0
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",1,1,0
"André Karman - République","48,9103987576185","2,38513559103012",1,0,1
"Archives - Pastourelle","48,8623615","2,3595041",2,1,1
"Aristide Briand - Gare de Bagneux","48,7938726966498","2,32114881277084",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,0,1
"Arthur Auger - Jean Jaurès","48,8137364455852","2,30692774057388",1,1,0
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",1,1,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",5,1,4
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",1,0,1
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",2,2,0
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,0,1
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,1,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",1,1,0
"Botzaris - Crimée","48,8795969869018","2,38879133374771",1,0,1
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",1,1,0
"Bourse du Travail","48,868976638826","2,3623438552022",1,1,0
"Brancion - Lefebvre","48,8290022278557","2,30143103816341",1,1,0
"Bridaine - Lamandé","48,8862074","2,3206239",1,1,0
"Bréa - Raspail","48,842738478258","2,3297942217634",1,1,0
"Béranger - Félix Faure","48,8040482862149","2,28482633737234",1,1,0
"Cadix - Hameau","48,8340107632249","2,28951618075371",2,2,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",3,1,2
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,1,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",2,1,1
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,1,0
"Cesaria Evora - Rosa Parks","48,8971767282504","2,37451739609241",2,0,2
"Chanzy - Sud-Est","48,8889120376988","2,19563215970993",2,2,0
"Charenton - Prague","48,848175129981","2,3763584494312",1,0,1
"Charles Tillon - Cimetière Communal","48,9184402364184","2,39356309175491",2,2,0
"Charles de Gaulle - Madrid","48,884432270368","2,2608044743538",1,1,0
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",1,1,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",1,1,0
"Château de Vincennes","48,8442319325566","2,43920953770918",1,1,0
"Cimetière de Boulogne-Billancourt","48,830764","2,252024",3,1,2
"Cité des Sciences et de l'Industrie","48,896595711789","2,38459914922714",1,1,0
"Claude Vellefaux - Sambre et Meuse","48,875022","2,370478",1,1,0
"Clichy - Place Blanche","48,883601088297","2,3332237824798",1,1,0
"Colonel Pierre Avia","48,8296843300915","2,27534258685029",3,1,2
"Cordelières - Arago","48,8354807189661","2,34857246170222",2,2,0
