"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933",2,1,1
"Alexandre Dumas - Place de la Réunion","48,8553371074205","2,39977036876463",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Alexandre Parodi - Quai de Valmy","48,8793594194253","2,36659616231918",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",3,3,0
"Anatole France - President Roosevelt","48,9155156","2,3814103",1,1,0
"André Karman - République","48,9103987576185","2,38513559103012",1,1,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,1,0
"Aqueduc - Villette","48,883886063895","2,367198803315",3,3,0
"Archives - Pastourelle","48,8623615","2,3595041",3,3,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",1,0,1
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",1,1,0
"Bastille - Biscornet","48,851355779579","2,369220033288",2,1,1
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,1,0
"Bichat - Grange aux Belles","48,873688","2,365015",1,0,1
"Bois de Vincennes - Porte Jaune","48,8387512466895","2,46054891496897",1,1,0
"Bordier - Félix Faure","48,9039075188202","2,3830059170723",1,1,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,1,0
"Brochant - Square des Batignolles ","48,8881869858103","2,31686114315115",2,2,0
"Bréa - Raspail","48,842738478258","2,3297942217634",2,2,0
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",3,1,2
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,0,1
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",1,1,0
"Capitaine Glarner - Gabriel Péri","48,9024499004187","2,33048075334257",3,3,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,1,0
"Cesaria Evora - Rosa Parks","48,8971767282504","2,37451739609241",1,1,0
"Champeaux - Gallieni","48,8644591346846","2,41617780178785",2,2,0
"Charles Tillon - Cimetière Communal","48,9184402364184","2,39356309175491",2,2,0
"Charles de Gaulle - Jean Lolive","48,8932644350857","2,41267651319504",2,2,0
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",1,1,0
"Chemin Vert - Fraternité","48,877141208359","2,44615651667118",1,1,0
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",1,0,1
"Choisy - Tolbiac","48,82591155587","2,3602393269539",1,0,1
"Château de Vincennes","48,8442319325566","2,43920953770918",1,1,0
"Cimetière de Montmartre","48,886472466142","2,3328901827335",2,2,0
"Cité des Sciences et de l'Industrie","48,896595711789","2,38459914922714",3,1,2
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",1,1,0
"Clichy - Place Blanche","48,883601088297","2,3332237824798",1,1,0
"Clignancourt - Sofia","48,8851199230978","2,34719488842051",1,1,0
"Convention - Campus de Bobigny","48,914920058264","2,4172238067445",1,1,0
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,1,0
"Courcelles - Pierre Demours","48,8837697332735","2,29858466343129",1,1,0
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",2,2,0
"Crevaux - Bugeaud","48,8708094286695","2,28114900769185",1,1,0
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",1,1,0
"Daumesnil - Picpus","48,8374688","2,401765",1,1,0
"Daunou - Louis le Grand","48,869113","2,332515",1,1,0
"De Toqueville - Terrasse","48,882428","2,314002",1,1,0
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",1,1,0
"Diane Arbus","48,898800717199","2,3524022474885",1,1,0
"Docteurs Déjérine - Pte de Montreuil","48,853984481337","2,41208288897222",1,1,0
"Dom-Pérignon - Gravelle","48,8254815744346","2,40988031029701",1,1,0
"Douai - Bruxelles","48,883207841228","2,33084499490285",1,1,0
"Dunkerque - Rocroy","48,880726","2,351464",1,1,0
"Ecole Vétérinaire","48,8148885982249","2,4224362157779",1,1,0
"Edith Cavell - Volta","48,901616564287","2,26935435086489",1,1,0
"Edouard Poisson - Victor Hugo","48,9111855705262","2,37986475269281",2,2,0
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228",1,0,1
"Emile Zola - Fondary","48,8470511431137","2,29534059762955",1,1,0
"Epée de Bois - Mouffetard","48,8415086903888","2,35006671398878",1,1,0
"Estienne d'Orves - Henri Ginoux","48,8153882203973","2,32088679076093",1,1,0
"Etienne Marcel - Montorgueil","48,864505672592","2,34619595110416",1,0,1
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",4,1,3
"Faubourg Montmartre - La Fayette","48,8752545490534","2,34085366129875",1,1,0
"Flandre - Ourcq","48,8926015918902","2,37909156829119",1,1,0
"Fragonard - Porte de Clichy","48,894155633419","2,3143893107772",2,2,0
"Française - Etienne Marcel","48,8640533046538","2,34758701175451",4,1,3
"Froment - Bréguet","48,8570414504784","2,37289470306807",1,1,0
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",1,0,1
"Gare RER - Malleret-Joinville","48,802936","2,42531",1,0,1
"Gare RER de Saint-Denis","48,9355432424818","2,3471488058567",1,1,0
"Gare RER les Ardoines","48,783856363467","2,4079093717471",5,2,3
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",4,1,3
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916",1,1,0
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286",1,1,0
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",2,0,2
"Gare de Pont-Cardinet","48,8871390147531","2,31449414399426",1,1,0
"Gare du Nord - Denain","48,879595787608","2,3544725775719",1,1,0
"Gare du Nord - Faubourg Saint-Denis","48,8796127655036","2,35684029757977",2,1,1
"Gaston Roussel - Commune de Paris","48,8943203455316","2,43255227441954",1,1,0
"Gay Lussac - Saint-Jacques","48,8447302561321","2,34192394486641",2,2,0
"Gergovie - Vercingétorix","48,8345341388399","2,31315454742618",1,0,1
"Goutte d'or - Barbès","48,885124323627","2,3496962338686",1,0,1
"Granges aux Belles","48,8761373390584","2,3680844979417",1,0,1
"Guersant - Gouvion-Saint-Cyr","48,882877751786","2,28766737081487",1,0,1
"Guillaume Bertrand - République","48,863825174341","2,380906377155",1,1,0
"Guy Môquet - Compoint","48,8921355904487","2,32321947813034",3,1,2
"Guy Môquet - Saint-Ouen","48,892777719024","2,32703357934952",1,0,1
"Guynemer - Jardin du Luxembourg","48,8466127","2,3325478",1,0,1
"Harpe - Saint-Germain","48,851518815017","2,3436703160405",1,1,0
"Herschel - Observatoire","48,8434237622192","2,33766451478004",1,1,0
"Honoré d'Estienne d'Ovres - Grilles","48,8905639474384","2,40648318437924",1,1,0
"Hélène et François Missoffe - Emile Borel","48,8999065384349","2,32154399167484",2,2,0
"Hôtel de Ville de Saint-Ouen","48,911380185786","2,3340076807601",1,0,1
"Institut de France","48,857615678565","2,3358313530377",1,1,0
"Institut du Monde Arabe - Saint-Germain","48,849063299501","2,3558086529374",4,1,3
"Jacquard - Ternaux ","48,8646605","2,373162",2,2,0
"Jacques Kellner - Saint-Ouen","48,8958094858029","2,32789740916414",1,1,0
"Jardin Marguerite Long","48,8816985773914","2,28365756571293",1,1,0
"Jardin d'Acclimatation","48,8787722425105","2,27077223360538",1,1,0
"Jean Jaurès - Reine","48,8400962255885","2,23987251520157",1,1,0
"Jean Jaurès - Salvador Allende","48,8214755947368","2,30265766382217",1,1,0
"Jean Oestreicher - Porte de Champerret","48,8865558006598","2,28864043951035",1,1,0
"Jean-François Lépine - Stephenson","48,8861146679681","2,35685562752928",1,1,0
"Jean-Pierre Timbaud - Vaucouleurs","48,867937","2,377885",1,0,1
"Jonquière - Docteur Paul Brousse","48,894799816684","2,31870521217322",2,2,0
"Jouffroy d'Abbans - Villiers","48,8842155470374","2,30565335601568",1,1,0
"Jouffroy d'Abbans - Wagram","48,881973298352","2,301132157445",1,0,1
"Jourdain - Place des Grandes Rigoles","48,8740311372717","2,38959476351738",1,1,0
"Jules Guesdes - Carnot","48,9382816993187","2,35089920461178",1,1,0
"Lacépède - Linné","48,8437035476636","2,35465127974749",2,2,0
"Lamartine - Faubourg Montmartre","48,8766139828908","2,33976569026709",1,1,0
"Landy - Heurtault","48,9150965345203","2,375951372087",2,2,0
"Larmeroux - Baudelaire","48,816939911292","2,2809894804846",1,1,0
"Le Corbusier - Jean Jaurès","48,8378083055755","2,24083811044693",1,1,0
"Le Vau - Maurice Bertaux","48,8680343904319","2,41103061245363",1,1,0
"Ledru-Rollin - Charonne","48,8534585560724","2,37724635819471",1,1,0
"Legendre - Clichy","48,8889616185588","2,32252897509438",1,1,0
"Lepic - Armée d'Orient","48,8875364038142","2,33430773019791",1,1,0
"Lobau - Hôtel de Ville","48,8562118","2,3532536",1,0,1
"Louis Blanc - Aqueduc","48,8820301825995","2,36356157809496",2,1,1
"Louis Lejeune - Barbès","48,8180741898151","2,32670098543167",2,2,0
"Louis Pasteur - Albert Petit","48,796261","2,317289",1,1,0
"Léon Frot - Charonne","48,8549638003352","2,38721708537201",1,1,0
"Madeleine Vionnet","48,902519074064","2,3740895837545",1,1,0
"Mairie d'Issy","48,8237677924683","2,27231115102768",1,1,0
"Mairie du 11ème","48,858925","2,3789759",2,1,1
"Mairie du 2ème","48,8672190355135","2,3404625437747",1,1,0
"Mairie du 3ème","48,8644617813914","2,36176282167435",1,1,0
"Mairie du 9ème","48,8732671375829","2,34075344805276",2,0,2
"Malesherbes - Place de la Madeleine","48,870406028483","2,323243509808",3,2,1
"Manin - Carrières d'Amérique","48,8846721420946","2,39196985960007",1,0,1
"Manin - Crimée","48,8831217743719","2,38636706024408",2,1,1
"Marché Saint-Germain","48,8516562585528","2,33550030738115",1,1,0
"Maurice d'Ocagne - General Maudhuy","48,8241428252416","2,31587894260883",1,1,0
"Mazagran - Bonne Nouvelle","48,870047123655","2,3511248454452",1,1,0
"Molière - République","48,8111158139071","2,31457386244482",2,2,0
"Montgallet - Reuilly","48,844291","2,3896481",1,1,0
"Montparnasse -  Square Ozanam","48,843310567822","2,3265242949128",1,0,1
"Montreuil - Gonnet","48,850500564921","2,3890856287864",1,1,0
"Morillons - Dantzig","48,8331014995393","2,29938000440598",2,2,0
Mutualité,"48,848225572724","2,3502873256803",1,1,0
"Ménilmontant - Oberkampf","48,866617658681","2,3830134404158",3,2,1
"Ménilmontant - Père Lachaise","48,863287291502","2,3869940266013",1,1,0
"Nationale - Marcel Duchamp","48,8246374933714","2,36780147999525",1,1,0
"Nationale - Place Jules Guesde","48,82753962463","2,24160522222519",1,1,0
"Navier - Epinettes","48,8958778076915","2,32267767190933",1,1,0
"Oberkampf - République","48,8653160870705","2,37611478491",1,1,0
"Parc André Citroën","48,8406399442967","2,27806180715561",1,1,0
"Parc Georges Brassens - Brancion","48,8322782926976","2,30225700885057",1,1,0
"Parc de Belleville - Julien Lacroix","48,8703459","2,3842214",1,1,0
"Parmentier - Fontaine au Roi","48,8678767055174","2,37270597867147",1,1,0
"Parmentier - Hôpital Saint-Louis","48,871379874257","2,3698963836667",3,1,2
"Parvis Corentin Celton","48,8274725252273","2,27843195199966",1,1,0
"Pascal - Claude Bernard","48,8390619521597","2,34997820109129",1,1,0
"Pergolèse - Marbeau","48,873568706869","2,28151252252986",1,1,0
"Pierre Ginier - Clichy","48,8867667","2,326228",2,2,0
"Pierre Larousse - Raymond Losserand","48,8305956423188","2,31191832572222",1,1,0
"Pierre Sarrazin - Saint-Michel","48,8509081463977","2,34213072806597",1,1,0
"Place Edmond Michelet","48,860134890542","2,3500636965036",1,0,1
"Place Fernand Forest","48,8492691438359","2,28186316788197",1,1,0
"Place Jacques et Thérèse Tréfouël","48,842726498317","2,3125657439232",2,1,1
"Place Madeleine Daniélou","48,883498","2,282015",1,1,0
"Place Mongolfier","48,8151600300604","2,45928794145584",1,1,0
"Place Pigalle","48,8827555","2,3361566",1,1,0
"Place Saint-André des Arts","48,852886173881","2,3426544293761",1,0,1
"Place Violet","48,844878938365","2,29057565331459",1,0,1
"Place de Finlande","48,862408335967","2,3113624379039",1,1,0
"Place de l'Eglise - Vitry-sur-Seine","48,7919228199218","2,39505775272846",1,0,1
