"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Alger - Rivoli","48,864773553495","2,3294493936128",2,2,0
"Alouettes - Maréchal de Lattre de Tassigny","48,8551100929395","2,49307002872229",2,2,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,1,0
"Amédée Huon - Fort d'Ivry","48,8051313769","2,38848969340324",1,1,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",1,0,1
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,1,0
"Bagnolet - Place Saint-Blaise","48,85973","2,40334",1,1,0
"Bargue -  Dutot","48,837884","2,308876",1,1,0
"Batignolles - Beudant","48,8821640146638","2,31985297054052",2,2,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,0,1
"Bercy - Traversiére","48,846192642574","2,3703800886869",1,0,1
Bercy.,"48,839966914994","2,3788625746965",1,1,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",3,2,1
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",1,1,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",2,1,1
"Boétie - Ponthieu","48,871417284355","2,3076787590981",3,1,2
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,0,1
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",5,4,1
"Caire - Dussoubs","48,8678534211186","2,34936431050301",2,2,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",3,2,1
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186",1,1,0
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",1,0,1
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",2,2,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,0,1
"Charenton - Diderot","48,846171461187","2,3793068155646",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",1,1,0
"Charles Delescluze","48,8524220084889","2,38063249737024",1,0,1
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",2,2,0
