"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933",1,1,0
"Abbeville - Faubourg Poissonnière","48,879223","2,349147",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",2,2,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,0,1
"Aqueduc - Villette","48,883886063895","2,367198803315",1,1,0
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,0,1
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,1,0
"Bara - Henri Farman","48,8332180274578","2,26775676012039",1,0,1
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",1,0,1
"Bastille - Biscornet","48,851355779579","2,369220033288",1,1,0
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,1,0
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",1,1,0
"Bir Hakeim","48,8538440543335","2,28970534822202",1,1,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",1,0,1
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",1,1,0
"Boudreau - Auber","48,87219","2,329423",1,1,0
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",3,3,0
"Bourse du Travail","48,868976638826","2,3623438552022",2,1,1
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",2,0,2
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,0,1
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",1,1,0
"Chabanais - Petits Champs","48,8670374018672","2,33671601861715",2,0,2
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",6,1,5
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",1,1,0
"Charenton - Wattignies","48,836675796406","2,3917958555556",1,1,0
"Charentonneau - Maisons Alfort","48,8099329804844","2,44328845649695",1,0,1
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983",1,1,0
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",1,1,0
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",1,1,0
"Chemin de Bretagne","48,824753068884","2,2588385956052",1,0,1
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",1,1,0
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",1,0,1
"Château de Vincennes","48,8442319325566","2,43920953770918",1,0,1
"Cité Vaneau","48,8542210666207","2,31961492449045",1,0,1
"Cité de la Musique","48,888796556487","2,3925811931922",2,1,1
"Claude Vellefaux - Hôpital Saint-Louis","48,872859139003","2,3700717069851",1,1,0
"Constantine - Université","48,8606804737383","2,31484819558422",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",2,0,2
"Courcelles - Place des Ternes","48,8781999289231","2,2992860188665",1,0,1
"Crimée - Ourcq","48,8941041403163","2,37294608846728",1,1,0
"Damrémont - Caulaincourt","48,8871450907874","2,33258809894323",1,1,0
"Dantzig - Lefebvre","48,8301392158676","2,29593403637409",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,1,0
"Docteur Calmette - Martre","48,898969358483","2,3086513252383",1,0,1
"Douai - Pierre Fontaine","48,8822910114809","2,33324121683836",1,1,0
"Edouard Tremblay - Julian Grimaux","48,781383825117","2,3723508417606",1,1,0
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962",1,1,0
"Emile Blemont - Poteau","48,8943782","2,3415122",1,0,1
"Emile Zola - Fondary","48,8470511431137","2,29534059762955",1,0,1
"Enghien - Faubourg Poissonnière","48,872420063053","2,3483952362828",2,1,1
"Esplanade du Foncet - Camille Desmoulins","48,827090233495","2,26068578660488",1,1,0
"Eugène Oudiné - Dessous Des Berges","48,8256423","2,3750226",1,0,1
"Eugène Varlin - Place de la Paix","48,792862","2,363093",1,1,0
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072",2,2,0
"Faubourg Montmartre - La Fayette","48,8752545490534","2,34085366129875",1,0,1
"Ferrus - Saint-Jacques","48,8313878","2,3408563",1,1,0
"Fessart - Château","48,84245","2,23989",1,0,1
"Flandre - Alphonse Karr","48,89465","2,381868",1,1,0
"Froidevaux - Boulard","48,835147319625","2,3294411972165",1,1,0
"Gare - Aristide Briand","48,821410564722","2,2555950104387",1,0,1
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",2,2,0
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",1,1,0
"Gare RER - Canadiens","48,8199530795579","2,46417675245946",1,1,0
"Gare Saint-Lazare - Place de Budapest","48,877753","2,327339",1,1,0
"Gare d'Austerlitz","48,842524","2,364044",1,0,1
"Gare de Bercy","48,839794573906","2,3826066032052",2,1,1
"Gare de Clichy-Levallois ","48,8967982748199","2,29846805334091",1,0,1
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916",1,0,1
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",1,1,0
"Gare de l'Est - Fidélité","48,874575","2,356796",2,2,0
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",1,1,0
"Gobelins - Port-Royal","48,837135900263","2,3515201359987",1,0,1
"Goutte d'or - Barbès","48,885124323627","2,3496962338686",1,1,0
"Grande Rue - Europe","48,8218104687602","2,20587987452745",1,1,0
"Granges aux Belles","48,8761373390584","2,3680844979417",1,1,0
"Gustave Eiffel - Parc des Impressionnistes","48,9039061965102","2,29469083249569",1,0,1
"Guy Môquet - Compoint","48,8921355904487","2,32321947813034",1,1,0
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277",1,0,1
"Henry Farman","48,8337243028055","2,27138545364141",1,1,0
"Hoche - Tilsitt","48,874836457837","2,2971323132515",1,1,0
"Hôtel de Ville de Boulogne Billancourt","48,8349588516678","2,24168032407761",2,2,0
"Jean Jaurès - Reine","48,8400962255885","2,23987251520157",1,1,0
"Jean-Baptiste Pigalle - La Bruyere","48,8793982644772","2,33370917333728",1,1,0
"Joseph Liouville - Croix Nivert","48,8448354712444","2,29750849306583",1,1,0
"Jouffroy d'Abbans - Malesherbes","48,8850134","2,3070717",1,1,0
"Jules Guesde - Alsace","48,890566275506","2,2950777411461",1,1,0
"Jules Guesdes - Général de Gaulle","48,8193058129196","2,2789341956377",1,1,0
"Jules Vallès - Charonne","48,8542843799353","2,38476745784283",1,1,0
"Kléber - Gouverneur Général Eboué","48,8268858430698","2,2723413258791",1,1,0
"La Motte-Picquet - Grenelle","48,8485832133919","2,2993478178978",1,0,1
"Lakanal - Commerce","48,8444246278654","2,29405917227268",2,0,2
"Lamarck - Saint-Ouen","48,891334555236","2,3272445342326",1,1,0
"Le Corbusier - Jean Jaurès","48,8378083055755","2,24083811044693",1,1,0
"Ledru-Rollin - Charonne","48,8534585560724","2,37724635819471",2,1,1
"Lepic - Armée d'Orient","48,8875364038142","2,33430773019791",1,1,0
"Les Planètes ","48,8099849920804","2,45808530598879",2,2,0
"Liberté - Vert-de-Maisons","48,7901478096084","2,43286281824112",1,0,1
"Louis le Grand - Italiens","48,870508937204","2,3340544619393",2,1,1
"Léon Frot - Charonne","48,8549638003352","2,38721708537201",1,1,0
"Magenta - Chabrol","48,876495350882","2,3560990020633",2,2,0
"Maine - Jean Zay","48,837925263898","2,3225428909063",1,1,0
"Mairie d'Issy","48,8237677924683","2,27231115102768",2,1,1
"Mairie de Clichy","48,903653634661","2,3059353232384",1,1,0
"Mairie du 10ème","48,872089449907","2,3575825989246",1,0,1
"Mairie du 12ème","48,840855311763","2,3875549435616",3,2,1
"Mairie du 18ème","48,8929392969376","2,34455108642578",2,1,1
"Marcelin Berthelot","48,8415473058801","2,23316162824631",3,1,2
"Marché Saint-Quentin","48,877356057652","2,3545114456374",1,1,0
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221",1,1,0
"Marne - Germain Dardan","48,81217465201","2,3035024699104",1,1,0
"Michelet - Assas","48,8427415028319","2,33502119779587",1,1,0
"Montgallet - Charenton","48,842647778701","2,3861649278137",1,0,1
Mutualité,"48,848225572724","2,3502873256803",4,1,3
"Ney - Charles Hermite","48,8987480397752","2,36457545310259",1,0,1
"Paradis - Hauteville","48,8749999546668","2,35227574019234",2,2,0
"Parc Georges Brassens - Brancion","48,8322782926976","2,30225700885057",1,1,0
"Pascal - Claude Bernard","48,8390619521597","2,34997820109129",1,1,0
"Pau Casals - Neuve Tolbiac","48,8311602","2,3774395",1,1,0
"Paul Doumer - Stalingrad","48,806518992199","2,3368880152702",1,1,0
"Payenne - Square George Caïn","48,8578329","2,3622643",1,1,0
"Pereire - Place de Wagram","48,8870706075812","2,30411112453146",1,1,0
"Pereire - Rennequin","48,8836478288756","2,29524470865726",1,1,0
"Pierre Joseph Desault","48,8211023080037","2,37877540290356",1,1,0
"Pierre Larousse - Raymond Losserand","48,8305956423188","2,31191832572222",1,1,0
"Place Carnot","48,855939321868","2,44153171777725",1,1,0
"Place Jean-Spire-Lemaître","48,8468428626593","2,45206207036972",1,1,0
"Place Joffre - Frédéric le Play","48,853754486938","2,3044242337346",2,2,0
"Place Lafayette","48,829654975522","2,2638675570488",1,1,0
"Place Marcel Cachin","48,8141144235687","2,39090770483017",1,0,1
"Place Mongolfier","48,8151600300604","2,45928794145584",2,2,0
"Place Valhubert","48,844182577315","2,3640366643667",2,0,2
"Place de Finlande","48,862408335967","2,3113624379039",3,2,1
"Place de Verdun","48,8202823","2,473775",2,1,1
"Place de la Gare","48,8025335801128","2,42750376462936",2,1,1
"Place du Colonel Fabien","48,87756832086","2,3698791861534",1,1,0
"Point du Jour - Jean Jaurès","48,8287531414365","2,24591146701462",1,1,0
"Porte Dorée","48,8354337","2,4077132",1,1,0
"Porte de Clignancourt - Ney","48,8996411239871","2,34432142227888",1,1,0
"Porte de Clignancourt.","48,897488","2,343996",1,1,0
"Porte de Saint-Ouen - Henri Huchard","48,8987083663651","2,32953608036041",1,1,0
"Professeur René Leriche - Général Leclerc ","48,9078284548301","2,30788797140122",1,1,0
"Provence - Chaussée d'Antin","48,8742844754207","2,33297651156431",1,0,1
