"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151",1,0,1
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",2,2,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,0,1
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Arsène Houssaye - Friedland","48,874510616163","2,2994716674148",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,0,1
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,1,0
"Balzac - Champs Elysées","48,872699639621","2,3001953959465",2,2,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",1,1,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Batignolles - Rome","48,8818233705668","2,32025898993015",1,1,0
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",1,1,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,1,0
Bercy.,"48,839966914994","2,3788625746965",1,1,0
"Bibliothèque Nationale - Richelieu","48,868288993515","2,3380893096328",1,1,0
"Bichat - Grange aux Belles","48,873688","2,365015",2,2,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",2,2,0
"Boissière - Etienne Dolet","48,876111","2,4677312",1,1,0
"Botzaris - Crimée","48,8795969869018","2,38879133374771",1,1,0
"Boudreau - Auber","48,87219","2,329423",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",1,1,0
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",1,1,0
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,1,0
"Buisson Saint-Louis - Saint-Maur","48,871746849303","2,37225283287899",1,1,0
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Cambronne - Villa Croix Nivert","48,845847561366","2,3017574474216",2,1,1
"Candale - Mehul","48,8893935006175","2,4143797159195",1,1,0
"Carpeaux - Place Jacques Froment","48,8906542","2,3309428",1,1,0
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",1,1,0
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",1,1,0
Centquatre,"48,8893335384554","2,37078543752432",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",1,1,0
"Cevennes - Bergers","48,842407651304","2,28103771805763",1,0,1
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",1,1,0
"Charles de Gaulle - Jean Lolive","48,8932644350857","2,41267651319504",1,1,0
"Chevaleret - Tolbiac","48,82941","2,375934",1,0,1
"Château - Place de Catalogne","48,836805542262","2,3185293003917",1,0,1
"Château - République","48,862923800596","2,4155035614967",1,1,0
"Château de Vincennes","48,8442319325566","2,43920953770918",3,0,3
"Cimetière de Montrouge","48,821466904768","2,3215785772007",1,1,0
"Cité des Sciences et de l'Industrie","48,896595711789","2,38459914922714",1,1,0
"Commandant Rivière","48,872933","2,309796",1,1,0
"Concorde - Stalingrad","48,7985844","2,3821302",1,1,0
"Constantine - Université","48,8606804737383","2,31484819558422",1,0,1
"Convention - Lourmel","48,8420550416557","2,28599108755589",1,0,1
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,1,0
"Croulebarde - Corvisart","48,8309816593169","2,3481646925211",3,0,3
"Custine - Ramey","48,888735896947","2,3469526693225",2,2,0
"Dantzig - Lefebvre","48,8301392158676","2,29593403637409",1,1,0
"Departement - Pajol","48,8866748497302","2,36136116087437",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",2,0,2
"Douai - Bruxelles","48,883207841228","2,33084499490285",1,0,1
"Dunois - Clisson","48,832294","2,3674523",3,2,1
"Edouard Pailleron - Bouret","48,8805976940705","2,37694948911667",1,1,0
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962",1,0,1
"Emile Blemont - Poteau","48,8943782","2,3415122",1,1,0
"Flandre - Riquet","48,888013281448","2,3737595955229",1,1,0
"Flandrin - Henri Martin","48,8643275","2,2724174",1,1,0
"Fontenay - Libération","48,8478030636469","2,4451419711113",1,0,1
"Française - Etienne Marcel","48,8640533046538","2,34758701175451",1,0,1
"François 1er - Lincoln","48,869517979344","2,3024262188416",1,1,0
"François 1er - Montaigne","48,866887649978","2,3066755757207",1,1,0
"François Debergue - Croix de Chavaux","48,8574217080721","2,4375781416893",1,1,0
"Froment - Bréguet","48,8570414504784","2,37289470306807",2,2,0
"Fédération - Suffren","48,852828153442","2,2978776320815",1,1,0
"Félix Faure - Sadi Carnot","48,9081211022839","2,37862318754196",1,1,0
"Gabriel Péri - Danielle Casanova","48,790114","2,4025777",1,1,0
"Gare RER","48,896280181078","2,4581568985227",1,1,0
"Gare RER - Canadiens","48,8199530795579","2,46417675245946",1,1,0
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",1,0,1
"Gare RER de Vincennes","48,8475630151261","2,43338316679001",1,1,0
"Gare Rer de Fontenay sous Bois","48,8436279","2,4630465",2,2,0
"Gare Saint-Lazare - Place de Budapest","48,877753","2,327339",1,1,0
"Gare Saint-Lazare - Stockholm","48,8771273166677","2,32241716235876",1,0,1
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",1,0,1
"Gare de l'Est - Fidélité","48,874575","2,356796",3,3,0
"Gergovie - Alésia","48,8308871745524","2,31888210120735",1,1,0
"Gouthière - Poterne des Peupliers","48,820507","2,351342",1,1,0
"Grand Prieuré - Crussol","48,864660627935","2,3692265531829",1,1,0
"Gravelle - Route du Bac","48,824407","2,418455",1,1,0
"Général De Gaulle - Alouette","48,839109","2,4175664",1,1,0
"Général De Gaulle - Vivien","48,836074200902","2,41891667246819",2,2,0
"Henri Barbusse - Bourguignons","48,9130172279971","2,27342122707744",1,1,0
"Honoré d'Estienne d'Ovres - Grilles","48,8905639474384","2,40648318437924",1,1,0
"Hôtel de Ville de Levallois Perret","48,8931445199742","2,28888183832169",1,1,0
"Institut de France","48,857615678565","2,3358313530377",1,0,1
"Italie - Tolbiac","48,8255722946442","2,3576171323657",1,1,0
"Jacques Kellner - Saint-Ouen","48,8958094858029","2,32789740916414",1,1,0
"Jean Macé - Faidherbe","48,85337548426","2,3828620836139",2,1,1
"Jean-Pierre Timbaud - Vaucouleurs","48,867937","2,377885",1,1,0
"Joseph Liouville - Croix Nivert","48,8448354712444","2,29750849306583",1,1,0
"Jules Ferry - Faubourg du Temple Paris","48,868397","2,3678933",2,1,1
"Jules Guesde - Alsace","48,890566275506","2,2950777411461",1,1,0
"La Jarry - Place Diderot","48,8497269403673","2,45201379060745",1,1,0
"Lacépède - Linné","48,8437035476636","2,35465127974749",1,0,1
"Lavandieres Sainte Opportune - Rivoli","48,859279702476","2,3466217517853",4,3,1
"Lavoisier - Missak Manouchian","48,8628646889606","2,49567646533251",1,1,0
"Lecourbe - Convention","48,839233192419","2,29151979088783",1,1,0
"Louis Blanc - Aqueduc","48,8820301825995","2,36356157809496",1,1,0
"Louis le Grand - Italiens","48,870508937204","2,3340544619393",1,1,0
"Lucie Aubrac - Franklin","48,8622391600681","2,44358628988266",1,1,0
"M.- A. Lagroua Weill-Hallé -  F. Dolto","48,8285952838574","2,38022060626611",3,2,1
"Mairie du 11ème","48,858925","2,3789759",2,2,0
"Mairie du 19ème","48,8825626424796","2,38126248121262",2,2,0
"Marcadet - Ramey","48,890875","2,3449019",1,1,0
"Marceau - Président Wilson","48,8652359","2,3002513",1,1,0
"Marcelin Berthelot","48,8415473058801","2,23316162824631",1,0,1
"Marché Secrétan","48,8812549637948","2,37346328794956",1,1,0
"Montmartre - Etienne Marcel","48,86502194581","2,3450684401448",2,2,0
"Montparnasse -  Square Ozanam","48,843310567822","2,3265242949128",1,1,0
"Montreuil - Voltaire","48,850507011842","2,3930755582745",1,1,0
"Méchain - Faubourg Saint-Jacques","48,8358677209948","2,33798034198275",1,1,0
"Ménilmontant - Oberkampf","48,866617658681","2,3830134404158",2,1,1
"Oberkampf - République","48,8653160870705","2,37611478491",1,1,0
