"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",1,0,1
"Alexander Fleming - Belvédère","48,8817906420029","2,40305993776427",1,1,0
"Alfred Roll - Berthier","48,887808570529","2,3000952981763",1,1,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",2,2,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,1,0
"André Theuriet - Blagis","48,7797732574544","2,31305256485939",1,1,0
"Archives - Pastourelle","48,8623615","2,3595041",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,1,0
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",1,0,1
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",1,1,0
"Averroès - Aimé Césaire","48,9140532343286","2,41263695061207",2,1,1
"Bachaumont - Montmartre","48,8661739507914","2,34497755765915",1,1,0
"Bassano -  Iéna","48,8681445104821","2,29614960098594",1,1,0
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",2,0,2
"Bayen - Pereire","48,8818044090797","2,29210887104273",3,3,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",2,2,0
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,1,0
Beffroy,"48,886591074488","2,26139456033707",3,1,2
"Belidor - Gouvion-Saint-Cyr","48,8802215405201","2,28546805679798",1,1,0
"Belles Feuilles - Place de Mexico","48,865804746474","2,2829206287861",1,1,0
"Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",2,2,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",1,1,0
"Belleville - Télégraphe","48,8756045","2,3995549",1,1,0
"Benjamin Delessert - Jean Lolive","48,8939204361934","2,4179819226265",1,1,0
"Benjamin Godard - Victor Hugo","48,865983","2,275725",3,2,1
"Bercy - Traversiére","48,846192642574","2,3703800886869",1,0,1
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,0,1
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",3,2,1
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",1,1,0
"Boulard - Daguerre","48,8344647268061","2,32933860272169",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
