"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151",1,1,0
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",2,2,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",2,2,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",2,0,2
"Assas - Rennes","48,8492084999386","2,32851454623001",1,0,1
"Assemblée Nationale","48,861411014652","2,3201214185208",2,0,2
"Athènes - Clichy","48,878113787876","2,32956021945824",1,1,0
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,0,1
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",2,2,0
"Balzac - Champs Elysées","48,872699639621","2,3001953959465",1,1,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",1,1,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",2,2,0
"Bayen - Pereire","48,8818044090797","2,29210887104273",2,1,1
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",1,0,1
"Belidor - Gouvion-Saint-Cyr","48,8802215405201","2,28546805679798",2,1,1
"Belleville - Couronnes","48,868831082877","2,3809862136841",2,2,0
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,1,0
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",2,1,1
"Blancs-Manteaux - Archives","48,85941800703","2,3559471219778",1,1,0
"Borrégo - Gambetta","48,8733049704553","2,40141458809376",1,1,0
"Botzaris - Parc des Buttes Chaumont","48,877951","2,381464",1,1,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,1,0
"Bourse du Travail","48,868976638826","2,3623438552022",1,1,0
"Boutroux - Porte de Vitry","48,822632","2,377738",1,1,0
"Brochant - Clichy","48,8903299891204","2,31973055992978",1,1,0
"Bréa - Raspail","48,842738478258","2,3297942217634",2,0,2
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,0,1
"Buzenval - Vignoles","48,8538581716876","2,40000408142805",1,1,0
"Cadix - Hameau","48,8340107632249","2,28951618075371",1,0,1
"Cambon - Rivoli","48,866143390992","2,3251800647137",1,1,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",2,0,2
"Capitaine Glarner - Gabriel Péri","48,9024499004187","2,33048075334257",1,1,0
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Carrefour Pleyel","48,9203415696033","2,34385438263416",1,1,0
"Ceinture du Lac Inferieure - Saint-Cloud","48,8621807093314","2,26178716868162",2,2,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",3,3,0
"Cevennes - Bergers","48,842407651304","2,28103771805763",1,0,1
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
Championnet.,"48,8953643","2,3498166",1,1,0
"Charles Delescluze","48,8524220084889","2,38063249737024",2,2,0
"Charles Lecocq - Lecourbe","48,84044","2,294867",1,0,1
"Charonne - Philippe-Auguste","48,855603162026","2,39054639062",1,1,0
"Chaussée d'Antin - Haussmann","48,87243","2,33359",1,1,0
"Chevaleret - Louise Weiss","48,8325865133506","2,37121138811995",2,0,2
"Choisy - Malmaisons","48,8219197029561","2,36334688340709",1,1,0
"Château de Vincennes","48,8442319325566","2,43920953770918",2,2,0
"Cimetière de Boulogne-Billancourt","48,830764","2,252024",1,0,1
"Cimetière de Fontenay-sous-Bois","48,8470617336222","2,47878223657608",1,1,0
"Cité Riverin - Château d''''Eau","48,8707024235543","2,35873986390085",1,1,0
"Claude Bernard - Arbalète","48,839766769782","2,34751090407372",1,0,1
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",1,0,1
"Clichy - Place Blanche","48,883601088297","2,3332237824798",1,1,0
"Clignancourt - Sofia","48,8851199230978","2,34719488842051",1,1,0
"Commerce - Letellier","48,8479766037361","2,29662451965988",1,0,1
"Concorde - Stalingrad","48,7985844","2,3821302",1,1,0
"Condorcet - Turgot","48,8798515578909","2,34523236751556",1,1,0
"Convention - Lourmel","48,8420550416557","2,28599108755589",1,0,1
"Convention - Vaugirard","48,8376768223316","2,29558692602025",2,1,1
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",1,0,1
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852",2,0,2
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",1,1,0
"Danton - Serpente","48,8522973625817","2,34141323715448",1,0,1
"Dantzig - Lefebvre","48,8301392158676","2,29593403637409",1,1,0
"Daumesnil - Picpus","48,8374688","2,401765",1,1,0
"Davout - Volga","48,8529196799573","2,41052290977911",1,1,0
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,1,0
"Docteur Calmette - Martre","48,898969358483","2,3086513252383",1,1,0
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",1,1,0
