"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"11 Novembre 1918 - 8 Mai 1945","48,8088953377438","2,53824211657047",1,1,0
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",1,1,0
"Alexandre Dumas - Place de la Réunion","48,8553371074205","2,39977036876463",1,1,0
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",5,5,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",2,0,2
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",1,0,1
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,0,1
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
Avenir,"48,8103438","2,3003776",1,1,0
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",2,0,2
"Batignolles - Beudant","48,8821640146638","2,31985297054052",1,1,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Batignolles - Rome","48,8818233705668","2,32025898993015",1,0,1
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,0,1
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",1,1,0
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352",2,2,0
"Belleville - Pyrénées","48,8741908","2,3860039",1,1,0
"Belleville - Télégraphe","48,8756045","2,3995549",1,1,0
"Bertie Albrecht - Hoche","48,8761403982639","2,3013031383076",1,0,1
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",2,2,0
"Bois de Vincennes - Porte Jaune","48,8387512466895","2,46054891496897",1,1,0
"Bois de Vincennes.","48,8338064","2,4132221",1,1,0
"Bordier - Félix Faure","48,9039075188202","2,3830059170723",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",1,0,1
"Bridaine - Lamandé","48,8862074","2,3206239",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,0,1
"Bréa - Raspail","48,842738478258","2,3297942217634",3,2,1
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,1,0
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",1,1,0
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Cartier Bresson - Denis Papin","48,902616","2,397814",1,1,0
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",1,1,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,1,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,0,1
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",1,1,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,1,0
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",2,0,2
"Charenton - Wattignies","48,836675796406","2,3917958555556",1,1,0
"Charenton - Wattignies","48,8366757964063","2,39179585555563",1,1,0
"Charles Tillon - Cimetière Communal","48,9184402364184","2,39356309175491",1,0,1
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",1,1,0
"Chemin de Bretagne","48,824753068884","2,2588385956052",1,1,0
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",2,2,0
"Cimetière d'Issy-les-Moulineaux","48,8176997739254","2,26093120872974",1,1,0
"Cité Riverin - Château d''''Eau","48,8707024235543","2,35873986390085",1,1,0
"Clichy - Place Blanche","48,883601088297","2,3332237824798",1,1,0
"Cloître Saint-Merri - Renard","48,858835448898","2,3518279194832",1,1,0
"Commandant Charcot - Bretteville","48,8753057076542","2,25584607571363",1,1,0
"Commandant Rivière","48,872933","2,309796",3,3,0
"Constantine - Université","48,8606804737383","2,31484819558422",1,1,0
"Convention - Campus de Bobigny","48,914920058264","2,4172238067445",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",2,2,0
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,1,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",2,1,1
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",1,1,0
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105",1,1,0
"Danton - Serpente","48,8522973625817","2,34141323715448",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",1,0,1
"Diderot - Pierre Bourdan","48,847648620797","2,3902582749724",4,1,3
"Diderot - Reuilly","48,847208456061","2,3861273378134",2,2,0
"Dom-Pérignon - Gravelle","48,8254815744346","2,40988031029701",4,4,0
"Duméril - Jeanne d'Arc","48,8381516080866","2,3571084495564",1,1,0
"Dunkerque - Alsace","48,879355","2,358379",2,2,0
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552",1,0,1
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",1,1,0
"Ecole Vétérinaire","48,8148885982249","2,4224362157779",1,0,1
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",1,1,0
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",2,1,1
"Edith Cavell - Volta","48,901616564287","2,26935435086489",1,0,1
"Etienne Jodelle - Saint Ouen","48,8879401639469","2,32612442031434",1,1,0
