"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933",1,1,0
"Abbé Groult - Convention","48,8359692786607","2,30206403950935",2,2,0
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",2,2,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",3,1,2
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",2,0,2
"Amédée Huon - Fort d'Ivry","48,8051313769","2,38848969340324",2,2,0
"Anatole France - President Roosevelt","48,9155156","2,3814103",1,1,0
"Ancien Canal - Hélène Brion","48,8948479929616","2,41883385926485",1,1,0
"André Maurois - Joseph et Marie Hackin","48,8778983","2,2789591",2,1,1
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,0,1
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,0,1
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,1,0
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",1,1,0
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",3,1,2
"Balzac - Olympes de Gouges","48,7785033248675","2,4006786569953",3,2,1
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bargue -  Dutot","48,837884","2,308876",2,2,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",3,0,3
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",2,2,0
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,0,1
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352",1,0,1
"Belfort - Voltaire","48,8563358","2,3829901",2,0,2
"Belleville - Pyrénées","48,8741908","2,3860039",1,1,0
"Belleville - Télégraphe","48,8756045","2,3995549",1,1,0
"Bercy - Traversiére","48,8461926425738","2,37038008868694",2,2,0
Bercy.,"48,839966914994","2,3788625746965",1,0,1
"Bir Hakeim","48,8538440543335","2,28970534822202",1,1,0
"Bleue - Trévise","48,8757890656457","2,34728962182999",1,1,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",2,2,0
"Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,1,0
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",5,5,0
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,0,1
"Bréguet - Sabin","48,856931678257","2,3706749462105",1,0,1
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",2,0,2
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Béranger - Félix Faure","48,8040482862149","2,28482633737234",1,1,0
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",1,1,0
Calmette.,"48,8810492509855","2,42499321699143",2,2,0
"Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",1,0,1
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186",3,1,2
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",1,1,0
"Cauchy - Cévennes","48,8433725710224","2,27513283491135",1,1,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,1,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",2,2,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,0,1
"Cevennes - Bergers","48,842407651304","2,28103771805763",1,0,1
"Chabanais - Petits Champs","48,8670374018672","2,33671601861715",1,0,1
"Champeaux - Gallieni","48,8644591346846","2,41617780178785",2,2,0
"Charenton - Diderot","48,846171461187","2,3793068155646",2,2,0
"Charenton - Jardiniers","48,833821772923","2,394692664106",1,1,0
"Charenton - Prague","48,848175129981","2,3763584494312",1,1,0
"Charentonneau - Maisons Alfort","48,8099329804844","2,44328845649695",1,1,0
"Charles Delescluze","48,8524220084889","2,38063249737024",4,3,1
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983",1,1,0
"Charles Lecocq - Lecourbe","48,84044","2,294867",1,1,0
"Chartres - La Charbonnière","48,8847601","2,3534657",1,1,0
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",2,2,0
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",1,1,0
"Chemin de Bretagne","48,824753068884","2,2588385956052",2,1,1
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",1,1,0
"Choiseul - Quatre Septembre ","48,8699355331869","2,33599752187729",1,1,0
"Château - République","48,862923800596","2,4155035614967",1,1,0
"Cimetière de Boulogne-Billancourt","48,830764","2,252024",1,0,1
"Cimetière de Fontenay-sous-Bois","48,8470617336222","2,47878223657608",1,1,0
"Cité des Sciences et de l''''Industrie","48,896595711789","2,38459914922714",1,1,0
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",2,2,0
"Claude Decaen - Cannebière","48,8376141703795","2,3972537821957",1,1,0
"Cloître Saint-Merri - Renard","48,858835448898","2,3518279194832",1,0,1
"Cléry - Montmartre","48,867458","2,3445211",1,1,0
"Commandant Rivière","48,872933","2,309796",3,1,2
"Concorde - Stalingrad","48,7985844","2,3821302",3,3,0
"Conservatoire de Musique","48,770935866676","2,40340143442154",1,0,1
"Constantine - Université","48,8606804737383","2,31484819558422",1,1,0
"Convention - Lourmel","48,8420550416557","2,28599108755589",2,1,1
"Convention - Vaugirard","48,8376768223316","2,29558692602025",1,0,1
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",2,2,0
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",1,1,0
"Crimée - Ourcq","48,8941041403163","2,37294608846728",2,2,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",1,1,0
"Danielle Casanova - Ledru-Rollin","48,8157834978768","2,38325972110033",1,0,1
"Dantzig - Lefebvre","48,8301392158676","2,29593403637409",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",1,0,1
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",1,1,0
"Departement - Pajol","48,8866748497302","2,36136116087437",1,1,0
"Diderot - Pierre Bourdan","48,847648620797","2,3902582749724",2,2,0
"Didot - Mariniers","48,8265054361311","2,31313619827167",1,1,0
"Dunkerque - Rocroy","48,880726","2,351464",1,1,0
"Dunois - Clisson","48,832294","2,3674523",1,0,1
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552",2,1,1
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",3,1,2
"Dutot - Place Alleray","48,836826091766","2,3071701095578",1,1,0
"Dôme - République","48,832681","2,250257",2,1,1
"Ecole Militaire - Place Joffre","48,852060203583","2,3017993569374",2,2,0
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",2,1,1
"Edouard Vaillant - Paul-Adolphe Souriau","48,8348458588287","2,2479459643364",1,1,0
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228",6,4,2
"Enfants du Paradis - Peupliers","48,833122686454","2,2571459412575",1,1,0
"Epée de Bois - Mouffetard","48,8415086903888","2,35006671398878",2,0,2
"Erasme - Ulm","48,8426437527471","2,34459467232227",1,1,0
"Estrapade - Ulm","48,8451277282804","2,34545681703617",1,1,0
"Etienne Dolet - Place Maurice Chevalier","48,8679830335937","2,3851405311143",2,2,0
"Eugène Varlin - Place de la Paix","48,792862","2,363093",1,1,0
"Exelmans - Michel-Ange","48,8430948665185","2,25977708006691",2,1,1
"Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",1,1,0
"Faidherbe - Dahomey","48,8513583297718","2,38382313479543",2,1,1
"Favart - Italiens","48,871446353921","2,3382901058508",1,1,0
"Fernand Braudel - Vincent Auriol ","48,8363785231815","2,3723404482007",1,1,0
"Fille du Calvaire - Turenne","48,8621050541256","2,3649600148201",1,0,1
"Flandrin - Henri Martin","48,8643275","2,2724174",1,1,0
"François 1er - Lincoln","48,869517979344","2,3024262188416",2,2,0
"François Debergue - Croix de Chavaux","48,8574217080721","2,4375781416893",2,2,0
"François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143",1,0,1
"Froment - Bréguet","48,8570414504784","2,37289470306807",1,0,1
"Fédération - Suffren","48,852828153442","2,2978776320815",1,1,0
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716",2,1,1
"Félix Faure - Sadi Carnot","48,9081211022839","2,37862318754196",1,1,0
"Gabriel Lamé","48,8351212784276","2,38553456962109",1,1,0
"Gambetta - Michelet","48,8527379238053","2,42996603250504",1,1,0
"Gambetta - Saint Fargeau","48,871244610447","2,40390568971634",2,2,0
"Gardenat Lapostol - Franklin Roosevelt","48,871839","2,222505",1,1,0
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",1,0,1
"Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",3,3,0
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",3,2,1
"Gare RER - Canadiens","48,8199530795579","2,46417675245946",1,0,1
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",1,0,1
"Gare RER - Maurice Grandcoing","48,813881","2,392429",1,0,1
"Gare RER de Gentilly","48,8142804503802","2,34103471040726",1,1,0
"Gare RER de Vincennes","48,8475630151261","2,43338316679001",2,2,0
"Gare Rer de Fontenay sous Bois","48,8436279","2,4630465",4,4,0
"Gare Rosny-Bois-Perrier","48,8811502333706","2,48043682426214",1,1,0
"Gare SNCF Vanves-Malakoff","48,8190021638364","2,29215000510361",1,0,1
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823",1,1,0
"Gare Saint-Lazare - Isly","48,8747776776213","2,32651580478466",3,2,1
"Gare d'Austerlitz","48,842524","2,364044",1,1,0
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",2,0,2
"Gare de Clichy-Levallois ","48,8967982748199","2,29846805334091",1,0,1
"Gare de Laplace","48,8089319911418","2,33494609594345",1,1,0
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916",1,0,1
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286",2,2,0
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",3,2,1
"Gare de Reuilly - Picpus","48,8426735411679","2,39729437977076",2,2,0
"Gare de l''''Est - Place du 11 Novembre 1918","48,876327","2,3585464",2,2,0
"Gare du Nord - Demarquay","48,881154","2,358411",1,1,0
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",2,2,0
"Gare du Nord - Hôpital Lariboisière","48,881949","2,352339",1,1,0
