"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"18 juin 1940 - Buzenval","48,868807","2,185428",1,1,0
"Abbeville - Faubourg Poissonnière","48,879223","2,349147",1,1,0
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",2,2,0
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Alexandre Parodi - Quai de Valmy","48,8793594194253","2,36659616231918",1,1,0
"Alfred Roll - Berthier","48,887808570529","2,3000952981763",1,0,1
"Alger - Rivoli","48,864773553495","2,3294493936128",2,2,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,1,0
"Amédée Huon - Fort d'Ivry","48,8051313769","2,38848969340324",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",1,1,0
"Archives - Pastourelle","48,8623615","2,3595041",1,1,0
"Archives - Rivoli","48,857346707443","2,3539767041802",1,1,0
"Argenteuil - Voltaire","48,9186486595556","2,28141121566296",1,1,0
"Artois - Berri","48,8739352124082","2,30642583221197",2,2,0
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",2,2,0
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",1,1,0
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",1,1,0
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",2,2,0
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",1,1,0
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bargue -  Dutot","48,837884","2,308876",1,1,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",2,1,1
Basilique,"48,9362689105911","2,35886668202009",3,3,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",2,1,1
"Belfort - Victor Hugo","48,9018492","2,3172724",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",2,2,0
"Bercy - Villot","48,841795009027","2,3767850184816",1,1,0
"Bibliothèque Nationale - Richelieu","48,8682889935149","2,33808930963278",1,0,1
"Bir Hakeim","48,8538440543335","2,28970534822202",4,4,0
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",2,2,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Borrégo - Gambetta","48,8733049704553","2,40141458809376",1,1,0
"Boudreau - Auber","48,87219","2,329423",2,2,0
"Boulard - Daguerre","48,8344647268061","2,32933860272169",1,1,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Bourse du Travail","48,868976638826","2,3623438552022",1,1,0
