"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Alibert - Jemmapes","48,871044051984","2,3661044619878",3,2,1
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",1,1,0
"André Theuriet - Blagis","48,7797732574544","2,31305256485939",1,0,1
"Archives - Pastourelle","48,8623615","2,3595041",1,1,0
"Argenson - Château","48,8885593146695","2,26420015096664",1,1,0
"Assas - Vaugirard","48,848274111398","2,3292413726449",2,2,0
Avenir,"48,8103438","2,3003776",1,1,0
"Bachaumont - Montmartre","48,8661739507914","2,34497755765915",2,2,0
"Balzac - Olympes de Gouges","48,7785033248675","2,4006786569953",1,0,1
"Bassano -  Iéna","48,8681445104821","2,29614960098594",1,0,1
"Bastille - Biscornet","48,851355779579","2,369220033288",2,2,0
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",2,1,1
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",2,2,0
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352",3,2,1
"Benjamin Godard - Victor Hugo","48,865983","2,275725",1,1,0
"Bercy - Villot","48,841795009027","2,3767850184816",1,1,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",3,2,1
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",2,1,1
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,1,0
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",1,1,0
"Carrefour Pleyel","48,9203415696033","2,34385438263416",1,1,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,1,0
"Charenton - Prague","48,848175129981","2,3763584494312",1,1,0
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983",1,1,0
"Charles Gide - Fort de Bicêtre ","48,8071937956922","2,35398441553116",1,1,0
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",1,1,0
"Chernoviz - Raynouard","48,8569864146289","2,28217321814299",1,1,0
"Chevaleret - Louise Weiss","48,8325865133506","2,37121138811995",1,0,1
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",1,1,0
"Choisy - Malmaisons","48,8219197029561","2,36334688340709",1,1,0
"Choisy - Tolbiac","48,82591155587","2,3602393269539",1,1,0
"Château - Bineau","48,8904040285898","2,27010637521744",1,1,0
"Cimetière de Montrouge","48,821466904768","2,3215785772007",2,2,0
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",1,1,0
"Claude Decaen - Cannebière","48,8376141703795","2,3972537821957",2,2,0
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",1,1,0
"Colisée - Champs-Elysées","48,870475399387","2,3076190799475",1,0,1
