"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Abbé Groult - Convention","48,8359692786607","2,30206403950935",2,2,0
"Alger - Rivoli","48,864773553495","2,3294493936128",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",1,1,0
"Anatole France - President Roosevelt","48,9155156","2,3814103",3,2,1
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,1,0
"André Maurois - Joseph et Marie Hackin","48,8778983","2,2789591",3,2,1
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,1,0
"André Theuriet - Blagis","48,7797732574544","2,31305256485939",4,1,3
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",4,2,2
"Argenteuil - Voltaire","48,9186486595556","2,28141121566296",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",2,0,2
"Arsène Houssaye - Champs-Elysées","48,873409276267","2,2977904602885",1,1,0
"Assas - Luxembourg","48,8437344687794","2,33342838187589",1,1,0
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",1,0,1
"Averroès - Aimé Césaire","48,9140532343286","2,41263695061207",1,1,0
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",2,2,0
"Balzac - Champs Elysées","48,872699639621","2,3001953959465",1,1,0
"Balzac - Olympes de Gouges","48,7785033248675","2,4006786569953",1,1,0
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bassano -  Iéna","48,8681445104821","2,29614960098594",1,1,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",2,2,0
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",1,1,0
"Batignolles - Beudant","48,8821640146638","2,31985297054052",1,1,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,0,1
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",2,1,1
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",1,1,0
"Belfort - Voltaire","48,8563358","2,3829901",1,1,0
"Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",2,2,0
"Belleville - Pyrénées","48,8741908","2,3860039",1,1,0
"Benoît Frachon - République","48,8523072901432","2,4156054854393",1,1,0
"Bercy - Traversiére","48,8461926425738","2,37038008868694",1,1,0
"Bineau - Louise Michel","48,88666162207","2,2843274474144",2,2,0
