"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",2,2,0
"Alouettes - Maréchal de Lattre de Tassigny","48,8551100929395","2,49307002872229",1,1,0
"Amédée Huon - Fort d'Ivry","48,8051313769","2,38848969340324",1,1,0
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",1,1,0
"Anatole France - President Roosevelt","48,9155156","2,3814103",2,2,0
"Ancien Canal - Hélène Brion","48,8948479929616","2,41883385926485",1,1,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,0,1
"André Maurois - Joseph et Marie Hackin","48,8778983","2,2789591",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",1,0,1
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,1,0
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",1,1,0
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bateliers - Quai de Seine","48,915817585516","2,3239533298594",1,1,0
"Batignolles - Beudant","48,8821640146638","2,31985297054052",2,2,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",1,1,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,1,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",2,1,1
"Belfort - Victor Hugo","48,9018492","2,3172724",3,3,0
"Belfort - Voltaire","48,8563358","2,3829901",2,1,1
"Bercy - Traversiére","48,8461926425738","2,37038008868694",1,1,0
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",2,2,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",2,2,0
"Billancourt - Général Leclerc ","48,8322649","2,2380413",1,1,0
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,0,1
"Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",1,1,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",3,2,1
"Bois de Vincennes - Porte Jaune","48,8387512466895","2,46054891496897",3,3,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,0,1
