"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Abbeville - Faubourg Poissonnière","48,879223","2,349147",1,1,0
"Abbé Groult - Convention","48,8359692786607","2,30206403950935",1,1,0
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",1,1,0
"Adolphe Lalyre - Armand Silvestre","48,9040626696159","2,27341622114182",1,1,0
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151",1,1,0
"Alexandre Dumas - Place de la Réunion","48,8553371074205","2,39977036876463",2,2,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",1,1,0
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Archives - Rivoli","48,857346707443","2,3539767041802",2,1,1
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,1,0
"Arsène Houssaye - Champs-Elysées","48,873409276267","2,2977904602885",1,0,1
"Arsène Houssaye - Friedland","48,874510616163","2,2994716674148",1,1,0
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",1,1,0
"Assas - Luxembourg","48,8437344687794","2,33342838187589",1,1,0
"Assas - Rennes","48,8492084999386","2,32851454623001",2,0,2
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",2,1,1
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286",1,0,1
"Balzac - Champs Elysées","48,872699639621","2,3001953959465",2,1,1
"Bargue -  Dutot","48,837884","2,308876",3,3,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",2,1,1
"Bateliers - Quai de Seine","48,915817585516","2,3239533298594",1,1,0
"Batignolles - Abel Truchet","48,883103904582","2,3238347490884",3,3,0
"Bayen - Pereire","48,8818044090797","2,29210887104273",4,2,2
"Belfort - Victor Hugo","48,9018492","2,3172724",1,0,1
"Belfort - Voltaire","48,8563358","2,3829901",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Belleville - Pyrénées","48,8741908","2,3860039",1,1,0
"Benoît Frachon - République","48,8523072901432","2,4156054854393",1,0,1
"Bercy - Villot","48,841795009027","2,3767850184816",5,5,0
"Bertrand Sincholle - Henri Barbusse","48,8992598239435","2,3042294383049",1,0,1
"Bir Hakeim","48,8538440543335","2,28970534822202",1,1,0
"Bleue - Trévise","48,8757890656457","2,34728962182999",2,2,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",3,3,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",2,2,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",3,3,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",1,0,1
"Bois de Vincennes - Porte Jaune","48,8387512466895","2,46054891496897",1,0,1
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",2,2,0
"Boudreau - Auber","48,87219","2,329423",1,0,1
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",4,2,2
"Bourse du Travail","48,868976638826","2,3623438552022",2,2,0
"Boétie - Ponthieu","48,871417284355","2,3076787590981",1,0,1
"Bridaine - Lamandé","48,8862074","2,3206239",2,2,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",3,0,3
"Bréa - Raspail","48,842738478258","2,3297942217634",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",3,1,2
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",2,1,1
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Cadix - Hameau","48,8340107632249","2,28951618075371",2,1,1
"Cambon - Rivoli","48,866143390992","2,3251800647137",1,1,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Capitaine Glarner - Gabriel Péri","48,9024499004187","2,33048075334257",1,1,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,1,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",2,0,2
Centquatre,"48,8893335384554","2,37078543752432",2,2,0
