"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",2,2,0
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",3,3,0
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",4,2,2
"Alger - Rivoli","48,864773553495","2,3294493936128",2,2,0
"Alouettes - Maréchal de Lattre de Tassigny","48,8551100929395","2,49307002872229",1,1,0
"Ambroise Rendu - Porte Brunet","48,883667","2,395733",1,1,0
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",2,2,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,0,1
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",2,1,1
"Aqueduc - Villette","48,883886063895","2,367198803315",2,2,0
"Archives - Pastourelle","48,8623615","2,3595041",1,1,0
"Arcole - Notre-Dame","48,8538835413277","2,34937973320484",3,3,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Artois - Berri","48,8739352124082","2,30642583221197",1,1,0
"Athènes - Clichy","48,878113787876","2,32956021945824",2,0,2
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",1,1,0
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",1,1,0
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",2,1,1
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",1,1,0
"Bachaumont - Montmartre","48,8661739507914","2,34497755765915",2,2,0
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",1,1,0
"Barbès - Monique Maunoury","48,8155271882022","2,36871693349054",1,1,0
"Bateliers - Quai de Seine","48,915817585516","2,3239533298594",1,1,0
"Batignolles - Rome","48,8818233705668","2,32025898993015",2,2,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",4,4,0
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",1,0,1
Beffroy,"48,886591074488","2,26139456033707",3,1,2
"Belfort - Voltaire","48,8563358","2,3829901",1,0,1
"Bellefond - Maubeuge","48,878255397645","2,3452642187476",1,0,1
"Belles Feuilles - Place de Mexico","48,865804746474","2,2829206287861",2,2,0
"Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",1,1,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",3,3,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,0,1
"Bir Hakeim","48,8538440543335","2,28970534822202",2,1,1
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",7,3,4
"Bordier - Félix Faure","48,9039075188202","2,3830059170723",1,1,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,1,0
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",1,1,0
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",1,0,1
"Boyer-Barret - Raymond Losserand","48,8332988023332","2,31733839958906",3,2,1
"Boétie - Ponthieu","48,871417284355","2,3076787590981",1,1,0
"Bridaine - Lamandé","48,8862074","2,3206239",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",1,0,1
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,1,0
"Buisson Saint-Louis - Saint-Maur","48,871746849303","2,37225283287899",4,4,0
"Buzenval - Avron","48,8516172049987","2,40151359730767",2,2,0
"Buzenval - Vignoles","48,8538581716876","2,40000408142805",2,1,1
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",2,2,0
"Caire - Dussoubs","48,8678534211186","2,34936431050301",1,1,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",3,1,2
"Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",1,1,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",2,1,1
"Cambronne - Villa Croix Nivert","48,845847561366","2,3017574474216",1,0,1
"Cauchy - Cévennes","48,8433725710224","2,27513283491135",1,0,1
"Ceinture du Lac Inferieure - Saint-Cloud","48,8621807093314","2,26178716868162",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",1,1,0
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
"Champs de Manoeuvre - Cartoucherie","48,835261","2,447974",3,3,0
"Charenton - Diderot","48,846171461187","2,3793068155646",4,4,0
"Charenton - Jardiniers","48,833821772923","2,394692664106",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",2,2,0
"Charenton - Wattignies","48,836675796406","2,3917958555556",1,0,1
"Charenton - Wattignies","48,8366757964063","2,39179585555563",1,0,1
"Charles Delescluze","48,8524220084889","2,38063249737024",1,0,1
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",2,0,2
"Charles de Gaulle - Plateau de Vanves","48,8223308897326","2,29857180341289",2,1,1
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",3,3,0
"Charonne - Bureau","48,854176","2,396093",1,1,0
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",1,0,1
"Charonne - Philippe-Auguste","48,855603162026","2,39054639062",2,1,1
"Chaussée d'Antin - Haussmann","48,87243","2,33359",1,1,0
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",2,2,0
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",1,1,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",4,3,1
"Chernoviz - Raynouard","48,8569864146289","2,28217321814299",1,1,0
"Chevaleret - Louise Weiss","48,8325865133506","2,37121138811995",2,2,0
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",2,1,1
"Château - Place de Catalogne","48,836805542262","2,3185293003917",1,1,0
"Cimetière d'Issy-les-Moulineaux","48,8176997739254","2,26093120872974",1,1,0
"Cimetière de Montrouge","48,821466904768","2,3215785772007",1,1,0
"Cité Riverin - Château d''''Eau","48,8707024235543","2,35873986390085",2,1,1
"Cité Vaneau","48,8542210666207","2,31961492449045",3,0,3
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",4,4,0
"Clef des Champs - Albert Dhalenne","48,914938","2,330665",36,36,0
"Colisée - Champs-Elysées","48,870475399387","2,3076190799475",5,3,2
"Commandant l'Herminier - Gallieni","48,847040552603","2,4160453677177",1,1,0
"Concorde - Stalingrad","48,7985844","2,3821302",1,0,1
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",2,0,2
"Cours de Vincennes - Davout","48,847238029966","2,4107042336225",1,0,1
"Cours de Vincennes - Soult","48,846918761569","2,4105220288038",3,1,2
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",1,1,0
"Crimée - Ourcq","48,8941041403163","2,37294608846728",1,1,0
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",4,4,0
"David Weill - Parc Montsouris","48,8210923742561","2,33372569084167",1,1,0
"Decrès - Alésia","48,832200060759","2,3139070151575",2,2,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",5,4,1
"Didot - Mariniers","48,8265054361311","2,31313619827167",2,2,0
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",1,1,0
"Douai - Pierre Fontaine","48,8822910114809","2,33324121683836",1,1,0
"Duhamel - André Gide","48,8365662244334","2,31270712109741",1,0,1
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552",1,0,1
