"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Amédée Huon - Fort d'Ivry","48,8051313769","2,38848969340324",1,1,0
"André Maurois - Joseph et Marie Hackin","48,8778983","2,2789591",1,1,0
"Arago - Glacière","48,8348605477577","2,34457705243221",2,2,0
"Archives - Rivoli","48,857346707443","2,3539767041802",1,1,0
"Arsène Houssaye - Champs-Elysées","48,873409276267","2,2977904602885",1,0,1
"Arsène Houssaye - Friedland","48,874510616163","2,2994716674148",1,1,0
"Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",1,1,0
"Assas - Luxembourg","48,8437344687794","2,33342838187589",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Bagnolet - Place Saint-Blaise","48,85973","2,40334",1,1,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",1,1,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,0,1
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,1,0
"Belfort - Voltaire","48,8563358","2,3829901",4,4,0
"Belles Feuilles - Place de Mexico","48,865804746474","2,2829206287861",2,2,0
Bercy.,"48,839966914994","2,3788625746965",3,1,2
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",1,1,0
"Bertie Albrecht - Hoche","48,8761403982639","2,3013031383076",1,0,1
"Bibliothèque Nationale - Richelieu","48,8682889935149","2,33808930963278",1,1,0
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",1,0,1
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",2,1,1
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,0,1
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",2,1,1
"Boutroux - Porte de Vitry","48,822632","2,377738",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,1,0
"Buzenval - Avron","48,8516172049987","2,40151359730767",3,3,0
"Cadix - Hameau","48,8340107632249","2,28951618075371",1,1,0
"Cambronne - Villa Croix Nivert","48,845847561366","2,3017574474216",2,1,1
"Centenaire - Sorins","48,8585352335973","2,42735087871552",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",2,2,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,0,1
"Charenton - Jardiniers","48,833821772923","2,394692664106",1,1,0
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",2,2,0
"Charonne - Bureau","48,854176","2,396093",3,3,0
