"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933",1,1,0
"Alfred Roll - Berthier","48,887808570529","2,3000952981763",1,1,0
"Amaury Duval - Gabriel Péri","48,8171875967167","2,3238417506218",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",30,30,0
"Anatole France - Louise Michel","48,8887321492647","2,28815764188767",1,1,0
"Arche - Léonard de Vinci","48,897909724945","2,23837230436449",1,1,0
"Argenson - Château","48,8885593146695","2,26420015096664",2,2,0
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,0,1
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Averroès - Aimé Césaire","48,9140532343286","2,41263695061207",1,0,1
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",1,1,0
"Bagnolet - Place Saint-Blaise","48,85973","2,40334",1,0,1
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",1,1,0
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",1,1,0
"Bateliers - Quai de Seine","48,915817585516","2,3239533298594",1,0,1
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Benoît Frachon - République","48,8523072901432","2,4156054854393",1,1,0
"Bercy - Traversiére","48,8461926425738","2,37038008868694",1,0,1
"Bertrand Sincholle - Henri Barbusse","48,8992598239435","2,3042294383049",2,1,1
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,0,1
"Bir Hakeim","48,8538440543335","2,28970534822202",2,1,1
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,0,1
"Bois de Vincennes - Porte Jaune","48,8387512466895","2,46054891496897",2,2,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,1,0
"Brochant - Clichy","48,8903299891204","2,31973055992978",1,1,0
"Brochant - Square des Batignolles ","48,8881869858103","2,31686114315115",2,1,1
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,0,1
"Bréa - Raspail","48,842738478258","2,3297942217634",1,1,0
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,1,0
"Camille Risch - Paul Armangot","48,774703","2,373685",1,1,0
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",2,2,0
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Carnot - Pâquerettes","48,7959293943251","2,42618411779404",1,1,0
"Centenaire - Sorins","48,8585352335973","2,42735087871552",1,1,0
Centquatre,"48,8893335384554","2,37078543752432",1,1,0
"Cevennes - Bergers","48,842407651304","2,28103771805763",1,0,1
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,0,1
"Champs de Manoeuvre - Cartoucherie","48,835261","2,447974",3,2,1
"Charentonneau - Maisons Alfort","48,8099329804844","2,44328845649695",1,1,0
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",4,4,0
"Charles de Gaulle - Rue de l''Alma","48,896620592993","2,252313240191",1,1,0
"Charles de Gaulle - Sablonville","48,8799192486004","2,27637704461813",1,1,0
"Chartres - La Charbonnière","48,8847601","2,3534657",2,2,0
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",2,2,0
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",1,1,0
"Choisy - Malmaisons","48,8219197029561","2,36334688340709",1,1,0
"Château - Bineau","48,8904040285898","2,27010637521744",1,1,0
"Château de Vincennes","48,8442319325566","2,43920953770918",4,3,1
"Cimetière de Montmartre","48,886472466142","2,3328901827335",1,1,0
"Cité Vaneau","48,8542210666207","2,31961492449045",1,0,1
"Claude Debussy - Marc Bloch","48,910388180512","2,3117771744728",2,2,0
"Claude Decaen - Cannebière","48,8376141703795","2,3972537821957",2,2,0
"Commandant Charcot - Bretteville","48,8753057076542","2,25584607571363",2,0,2
"Condorcet - Turgot","48,8798515578909","2,34523236751556",1,1,0
"Conservatoire de Musique","48,770935866676","2,40340143442154",1,1,0
"Convention - Lourmel","48,8420550416557","2,28599108755589",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",2,2,0
"Crevaux - Bugeaud","48,8708094286695","2,28114900769185",1,1,0
"Croulebarde - Corvisart","48,8309816593169","2,3481646925211",1,1,0
"Cujas - Saint-Michel","48,848191348584","2,341831654854",1,1,0
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",3,2,1
"Dareau - Broussais","48,8307758","2,3361804",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",1,1,0
"Demi-Lune - Aristide Briand","48,8762638191995","2,4562818557024",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",3,2,1
"Dom-Pérignon - Gravelle","48,8254815744346","2,40988031029701",3,2,1
"Dunois - Clisson","48,832294","2,3674523",2,2,0
