"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Abbeville - Faubourg Poissonnière","48,879223","2,349147",1,1,0
"Alexander Fleming - Belvédère","48,8817906420029","2,40305993776427",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",2,2,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,1,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",1,1,0
"Aristide Briand - Gare de Bagneux","48,7938726966498","2,32114881277084",2,2,0
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,1,0
"Artois - Berri","48,8739352124082","2,30642583221197",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Auguste Cain - Jean Moulin","48,8257702892757","2,32104152441025",2,2,0
Avenir,"48,8103438","2,3003776",1,1,0
"Bara - Henri Farman","48,8332180274578","2,26775676012039",1,1,0
"Bargue -  Dutot","48,837884","2,308876",1,1,0
"Bellefond - Poissonnière","48,8775989705071","2,34846375882626",1,1,0
"Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",1,1,0
"Benjamin Delessert - Jean Lolive","48,8939204361934","2,4179819226265",3,3,0
"Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",1,1,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",2,2,0
"Bois de Vincennes - Polygone","48,8354449161742","2,43142108143656",1,1,0
"Botzaris - Parc des Buttes Chaumont","48,877951","2,381464",1,1,0
"Brancion - Lefebvre","48,8290022278557","2,30143103816341",1,1,0
"Brochant - Clichy","48,8903299891204","2,31973055992978",1,0,1
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,1,0
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",1,0,1
"Cadix - Hameau","48,8340107632249","2,28951618075371",1,1,0
"Caire - Dussoubs","48,8678534211186","2,34936431050301",1,1,0
"Candale - Mehul","48,8893935006175","2,4143797159195",1,1,0
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",2,2,0
Centquatre,"48,8893335384554","2,37078543752432",1,1,0
"Cesaria Evora - Rosa Parks","48,8971767282504","2,37451739609241",1,1,0
"Champs de Manoeuvre - Cartoucherie","48,835261","2,447974",3,3,0
"Charenton - Prague","48,848175129981","2,3763584494312",1,0,1
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983",1,1,0
"Charonne - Avron","48,8516026652216","2,39840304703793",1,1,0
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",1,1,0
"Chemin de Bretagne","48,824753068884","2,2588385956052",4,3,1
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",1,1,0
"Choisy - Tolbiac","48,82591155587","2,3602393269539",1,1,0
"Choron - Martyrs","48,8778514435025","2,33967013657093",2,2,0
"Château - Place de Catalogne","48,836805542262","2,3185293003917",2,2,0
"Château de Vincennes","48,8442319325566","2,43920953770918",2,1,1
"Cité Vaneau","48,8542210666207","2,31961492449045",1,1,0
"Claude Bernard - Arbalète","48,839766769782","2,34751090407372",1,1,0
"Clignancourt - Ordener","48,8914577261538","2,34863647806049",1,0,1
"Cléry - Montmartre","48,867458","2,3445211",1,0,1
"Commerce - Letellier","48,8479766037361","2,29662451965988",1,1,0
"Cordelières - Arago","48,8354807189661","2,34857246170222",1,0,1
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,0,1
"Courcelles - Pierre Demours","48,8837697332735","2,29858466343129",1,1,0
"Cours de Vincennes - Soult","48,846918761569","2,4105220288038",1,1,0
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852",1,0,1
"Custine - Ramey","48,888735896947","2,3469526693225",1,1,0
"Daumesnil - Hébrard","48,8429","2,38474",1,0,1
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",1,1,0
"Diane Arbus","48,898800717199","2,3524022474885",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,1,0
"Didot - Mariniers","48,8265054361311","2,31313619827167",1,1,0
"Didot - Place de Moro-Giafferi","48,8337","2,3215",1,1,0
"Division Leclerc - Kléber","48,798666226364","2,2833752789972",2,2,0
"Dom-Pérignon - Gravelle","48,8254815744346","2,40988031029701",2,2,0
"Dominique Pado - Croix Nivert","48,8364879816493","2,28972505778074",1,1,0
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",3,2,1
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",1,0,1
"Dutot - Place Alleray","48,836826091766","2,3071701095578",1,1,0
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",1,1,0
"Edouard Poisson - Victor Hugo","48,91113914953","2,37927228212357",1,1,0
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228",1,0,1
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962",1,0,1
"Emile Blemont - Poteau","48,8943782","2,3415122",1,1,0
"Emile Zola - Fondary","48,8470511431137","2,29534059762955",1,1,0
"Esplanade du Foncet - Camille Desmoulins","48,827090233495","2,26068578660488",3,2,1
"Etienne Dolet - Place Maurice Chevalier","48,8679830335937","2,3851405311143",1,1,0
"Evariste Galois","48,873087537345","2,4133380129933",4,4,0
