"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",1,1,0
"Alfred de Vigny - Place du Général Brocard","48,8783613836142","2,30525444822057",1,0,1
"Archives - Pastourelle","48,8623615","2,3595041",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",1,1,0
"Arsène Houssaye - Friedland","48,874510616163","2,2994716674148",2,2,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Aubervilliers - Curial","48,8908830522755","2,36885793507099",4,4,0
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",1,0,1
Basilique,"48,9362689105911","2,35886668202009",2,2,0
"Bastille - Beaumarchais","48,853833463852","2,3685702681541",1,1,0
"Bastille - Biscornet","48,851355779579","2,369220033288",2,2,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,0,1
"Benoît Frachon - République","48,8523072901432","2,4156054854393",1,1,0
Bercy.,"48,839966914994","2,3788625746965",2,0,2
"Bibliothèque Nationale - Richelieu","48,868288993515","2,3380893096328",1,1,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,1,0
"Bir Hakeim","48,8538440543335","2,28970534822202",1,1,0
"Blancs-Manteaux - Archives","48,85941800703","2,3559471219778",1,1,0
"Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",1,1,0
"Bois de Vincennes.","48,8338064","2,4132221",1,0,1
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,0,1
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,1,0
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",1,1,0
"Boétie - Ponthieu","48,871417284355","2,3076787590981",1,1,0
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",1,0,1
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,0,1
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",2,2,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",2,2,0
"Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",1,0,1
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Carrefour Pleyel","48,9203415696033","2,34385438263416",2,1,1
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",2,0,2
"Censier - Santeuil","48,8406589213852","2,35375240445137",3,0,3
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
Championnet.,"48,8953643","2,3498166",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",2,1,1
"Charenton - Prague","48,848175129981","2,3763584494312",1,0,1
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983",1,0,1
"Charles Gide - Fort de Bicêtre ","48,8071937956922","2,35398441553116",1,0,1
"Charles de Gaulle - Plateau de Vanves","48,8223308897326","2,29857180341289",1,0,1
"Charles de Gaulle - Sablonville","48,8799192486004","2,27637704461813",1,0,1
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",1,1,0
"Charonne - Philippe-Auguste","48,855603162026","2,39054639062",3,2,1
"Charonne - Pierre Bayle","48,858445054262","2,3903981223891",1,1,0
"Chemin Vert - Saint-Maur","48,8611246140736","2,38129902631044",1,1,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",1,1,0
"Chernoviz - Raynouard","48,8569864146289","2,28217321814299",1,1,0
"Clapeyron - Moscou","48,8807881951412","2,32481505721807",1,0,1
"Claude Bernard - Arbalète","48,839766769782","2,34751090407372",1,1,0
"Commandant Rivière","48,872933","2,309796",1,0,1
"Commandant l'Herminier - Gallieni","48,847040552603","2,4160453677177",1,1,0
"Concorde - Stalingrad","48,7985844","2,3821302",1,0,1
"Convention - Lourmel","48,8420550416557","2,28599108755589",1,0,1
"Convention - Saint-Charles","48,843156111116","2,28310905396938",1,1,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",1,1,0
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",2,1,1
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852",1,0,1
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",1,1,0
"Custine - Ramey","48,888735896947","2,3469526693225",2,2,0
"Damrémont - Ordener","48,8934003929819","2,3362665239128",1,0,1
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",1,1,0
"Daumesnil - Picpus","48,8374688","2,401765",1,1,0
"Diane Arbus","48,898800717199","2,3524022474885",2,2,0
"Diderot - Pierre Bourdan","48,847648620797","2,3902582749724",1,1,0
"Diderot - Reuilly","48,847208456061","2,3861273378134",1,1,0
"Didot - Place de Moro-Giafferi","48,8337","2,3215",1,1,0
"Docteur Calmette - Martre","48,898969358483","2,3086513252383",1,1,0
"Docteurs Déjérine - Pte de Montreuil","48,853984481337","2,41208288897222",1,1,0
"Dora Maar - Nadia Guendouz","48,905452421305","2,3220406472683",1,1,0
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",3,1,2
"Ecole Militaire - Place Joffre","48,852060203583","2,3017993569374",1,1,0
"Ecole Vétérinaire","48,8148885982249","2,4224362157779",6,2,4
"Ecoles - Carmes","48,8489044479894","2,34734863042831",1,1,0
"Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",1,1,0
"Edouard Pailleron - Simon Bolivar ","48,8797988605","2,3748392611742",1,1,0
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228",1,0,1
"Esplanade du Foncet - Camille Desmoulins","48,827090233495","2,26068578660488",1,1,0
"Etienne Dolet - Place Maurice Chevalier","48,8679830335937","2,3851405311143",1,1,0
"Eugène Oudiné - Dessous Des Berges","48,8256423","2,3750226",1,1,0
"Euryale Dehaynin - Loire","48,8862489173048","2,3774591088295",7,6,1
"Exelmans - Michel-Ange","48,8430948665185","2,25977708006691",2,2,0
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072",2,2,0
"Faubourg St-Antoine - Place de la Nation","48,8487726","2,393606",3,3,0
"Fontainebleau - Edmond Michelet","48,8095643684405","2,3626908659935",2,2,0
"Fontenay - Libération","48,8478030636469","2,4451419711113",2,2,0
"Franciade - Gabriel Péri","48,932614993315","2,3559544980526",3,1,2
"Froment - Bréguet","48,8570414504784","2,37289470306807",3,1,2
"Gabriel Lamé","48,8351212784276","2,38553456962109",4,3,1
"Galilée - Kléber","48,8674118657137","2,29078138011482",2,0,2
"Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",1,1,0
"Gare RER de Gentilly","48,8142804503802","2,34103471040726",2,2,0
"Gare RER de Vincennes","48,8475630151261","2,43338316679001",1,1,0
"Gare Saint-Lazare - Cour du Havre","48,875674400851","2,3265598341823",1,1,0
"Gare Saint-Lazare - Stockholm","48,8771273166677","2,32241716235876",1,1,0
"Gare de Bellevue","48,8192404685572","2,22953092306852",1,1,0
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916",1,1,0
"Gare de Lyon - Roland Barthes","48,8439572949406","2,37908821552992",1,1,0
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",1,0,1
"Gare de Reuilly - Picpus","48,8426735411679","2,39729437977076",2,2,0
"Gare du Nord - Dunkerque","48,880423508429","2,3527636751533",1,1,0
"Gare du Nord - La Chapelle","48,884178287286","2,3561057075858",1,0,1
"Gaston Tessier - Rosa Parks RER","48,8963765","2,3743692",4,4,0
"George Sand - Jean de La Fontaine","48,8498691876412","2,2682573875257",2,2,0
"George V - Christophe Colomb","48,87046","2,30104",1,1,0
"Gergovie - Vercingétorix","48,8345341388399","2,31315454742618",1,1,0
"Grand Prieuré - Crussol","48,864660627935","2,3692265531829",1,0,1
"Grande Truanderie - Saint-Denis","48,8626302","2,3498075",1,0,1
"Granges aux Belles","48,8761373390584","2,3680844979417",1,1,0
"Granges aux Belles - Hôpital Saint-Louis","48,8747949948413","2,36666943698496",1,1,0
"Gravelle - Route du Bac","48,824407","2,418455",4,2,2
"Greneta - Sebastopol","48,865242333228","2,3516669869423",1,0,1
"Guersant - Gouvion-Saint-Cyr","48,882877751786","2,28766737081487",2,1,1
"Guillaume Bertrand - République","48,863825174341","2,380906377155",1,1,0
"Henri Chevreau - Couronnes","48,8703320531293","2,38877769559622",1,1,0
"Henri Ravera - Gabriel Péri","48,7972227383384","2,30211585760117",2,2,0
"Hippodrome de Longchamp","48,86413226532","2,239905372262",1,1,0
"Hoche - Jean Lolive","48,8911023920079","2,40284353494644",1,1,0
"Hôpital Bégin","48,8457167211301","2,42724627256393",1,1,0
"Hôpital Pitié Salpêtrière","48,8377016","2,3604946",1,1,0
"Hôtel de Ville de Boulogne Billancourt","48,8349588516678","2,24168032407761",1,1,0
"Hôtel de Ville de Vincennes","48,8482760970696","2,43989557027817",1,1,0
"Institut du Monde Arabe - Saint-Germain","48,849063299501","2,3558086529374",1,0,1
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",1,1,0
"Italie - Tolbiac","48,8255722946442","2,3576171323657",1,1,0
"Jardin d'Acclimatation","48,8787722425105","2,27077223360538",1,1,0
"Javel - André Citroën","48,846276485475","2,27863680571318",1,1,0
