"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Abbé Groult - Convention","48,8359692786607","2,30206403950935",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",3,3,0
"Aqueduc - Villette","48,883886063895","2,367198803315",1,1,0
"Arago - Glacière","48,8348605477577","2,34457705243221",1,0,1
"Assemblée Nationale","48,861411014652","2,3201214185208",1,1,0
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",1,1,0
"Bara - Henri Farman","48,8332180274578","2,26775676012039",1,1,0
"Bas - Gabriel Péri","48,9158558053962","2,2948095202446",3,1,2
"Bassano -  Iéna","48,8681445104821","2,29614960098594",1,1,0
"Belfort - Voltaire","48,8563358","2,3829901",1,1,0
"Bellefond - Maubeuge","48,878255397645","2,3452642187476",1,1,0
"Bellefond - Poissonnière","48,8775989705071","2,34846375882626",2,2,0
"Belleville - Pyrénées","48,8741908","2,3860039",3,3,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,0,1
"Bercy - Villot","48,841795009027","2,3767850184816",2,1,1
"Berthier - Place Stuart Merril","48,885927922355","2,29334503412247",1,1,0
"Billancourt - Général Leclerc ","48,8322649","2,2380413",1,0,1
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Borrégo - Gambetta","48,8733049704553","2,40141458809376",1,1,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",2,2,0
"Boutroux - Porte de Vitry","48,822632","2,377738",7,1,6
"Butte aux Cailles - Esperance","48,8275877419095","2,34921511262655",1,1,0
"Buzenval - Avron","48,8516172049987","2,40151359730767",1,1,0
"Béranger - Félix Faure","48,8040482862149","2,28482633737234",1,1,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",1,1,0
"Carnot - Pâquerettes","48,7959293943251","2,42618411779404",1,1,0
"Carpeaux - Place Jacques Froment","48,8906542","2,3309428",1,1,0
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",2,2,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",1,0,1
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,0,1
"Censier - Santeuil","48,8406589213852","2,35375240445137",2,2,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,1,0
"Charles Delescluze","48,8524220084889","2,38063249737024",3,1,2
"Charonne - Alexandre Dumas","48,8560774150561","2,39486932754517",1,1,0
"Charonne - Avron","48,8516026652216","2,39840304703793",1,0,1
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",2,1,1
"Charonne - Pierre Bayle","48,858445054262","2,3903981223891",1,1,0
"Chausson - Gabriel Péri","48,9218910034811","2,29523062705994",3,1,2
"Chevreuse - Montparnasse","48,841739161231","2,3315522167367",2,2,0
"Choiseul - Quatre Septembre ","48,8699355331869","2,33599752187729",1,1,0
"Choisy - Malmaisons","48,8219197029561","2,36334688340709",1,1,0
"Château de Vincennes","48,8442319325566","2,43920953770918",4,2,2
"Cité Vaneau","48,8542210666207","2,31961492449045",1,1,0
"Cité de la Musique","48,888796556487","2,3925811931922",1,0,1
"Clichy - Douai","48,883687771522","2,328063700029",1,1,0
"Clignancourt - Ordener","48,8914577261538","2,34863647806049",1,1,0
"Clignancourt - Sofia","48,8851199230978","2,34719488842051",2,2,0
"Convention - Vaugirard","48,8376768223316","2,29558692602025",2,2,0
"Cossonnerie - Sébastopol","48,861326659084","2,34941963106394",1,1,0
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",1,1,0
"Custine - Ramey","48,888735896947","2,3469526693225",1,1,0
"Danielle Casanova - Ledru-Rollin","48,8157834978768","2,38325972110033",1,1,0
"Danielle Casanova - Opéra","48,867643242297","2,3333894088864",1,1,0
"Daumesnil - Picpus","48,8374688","2,401765",2,2,0
"Demi-Lune - Aristide Briand","48,8762638191995","2,4562818557024",1,1,0
"Diane Arbus","48,898800717199","2,3524022474885",1,1,0
"Diderot - Pierre Bourdan","48,847648620797","2,3902582749724",1,1,0
"Division Leclerc - Kléber","48,798666226364","2,2833752789972",1,1,0
"Dominique Pado - Croix Nivert","48,8364879816493","2,28972505778074",1,1,0
"Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",1,1,0
"Edith Cavell - Volta","48,901616564287","2,26935435086489",1,0,1
"Eglise d'Auteuil","48,8474984177169","2,26848387135299",1,1,0
"Estrapade - Ulm","48,8451277282804","2,34545681703617",2,2,0
"Etienne Marcel - Montorgueil","48,864505672592","2,34619595110416",2,2,0
"Eugène Oudiné - Dessous Des Berges","48,8256423","2,3750226",3,0,3
"Exelmans - Versailles","48,8409749109197","2,26439025253057",2,2,0
"Eylau - Trocadéro","48,863354122371","2,2864209115505",1,1,0
"Faidherbe - Dahomey","48,8513583297718","2,38382313479543",4,4,0
"Faubourg Montmartre - La Fayette","48,8752545490534","2,34085366129875",1,0,1
"Ferrus - Saint-Jacques","48,8313878","2,3408563",3,3,0
"Fille du Calvaire - Turenne","48,8621050541256","2,3649600148201",1,1,0
"Flandre - Alphonse Karr","48,89465","2,381868",1,1,0
"Franciade - Gabriel Péri","48,932614993315","2,3559544980526",1,1,0
"Francoeur - Caulaincourt","48,8899944409612","2,34252970665693",1,1,0
"Francoeur - Marcadet","48,8910412326166","2,34001458544203",1,1,0
"Franquet - Labrouste","48,8328770501143","2,30676278471947",1,1,0
"François 1er - Montaigne","48,866887649978","2,3066755757207",1,1,0
"Gabriel Lamé","48,8351212784276","2,38553456962109",6,0,6
"Gare Arcueil - Cachan","48,799824","2,328171",1,1,0
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317",1,1,0
"Gare Rer de Fontenay sous Bois","48,8436279","2,4630465",3,3,0
"Gare Saint-Lazare - Isly","48,8747776776213","2,32651580478466",1,1,0
"Gare d'Austerlitz - Pont Charles de Gaulle","48,8423198301093","2,36703000962734",1,0,1
"Gare de Laplace","48,8089319911418","2,33494609594345",1,1,0
"Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",1,1,0
"Gare de Reuilly - Picpus","48,8426735411679","2,39729437977076",1,1,0
"Gare de l'Est - Fidélité","48,874575","2,356796",1,1,0
"Geoffroy - Marie","48,8737819405933","2,34451387633789",1,1,0
"Geoffroy-Saint-Hilaire - Saint-Marcel","48,8390782642497","2,35687734066973",1,1,0
"Guy Môquet - Etienne Dolet","48,8152700999182","2,29807827699507",1,1,0
"Génie - Mozart","48,7949023812189","2,37341836094856",1,1,0
"Général De Gaulle - Alouette","48,839109","2,4175664",1,1,0
"Gérando - Rochechouart","48,88294340845","2,3464846238494",2,2,0
"Haies - Réunion","48,8538689676649","2,40242616223891",1,1,0
"Hauteville - Bonne Nouvelle","48,87077436024","2,3496496368327",1,1,0
"Institut du Monde Arabe - Saint-Germain","48,849063299501","2,3558086529374",1,0,1
"Italie - Tolbiac","48,8255722946442","2,3576171323657",1,1,0
"Jacques Callot - Mazarine","48,8552801753319","2,33757432550192",1,1,0
"Jean Jaurès - Place du Dr Roux","48,927567032796","2,2947337017374",5,0,5
"Jean Macé - Faidherbe","48,85337548426","2,3828620836139",7,2,5
"Jean Monnet - Iles","48,8233939840573","2,24970731948749",1,1,0
"Jean de la Fontaine - Boulainvilliers","48,8526479146165","2,27586641907692",1,1,0
"Jonquière - Docteur Paul Brousse","48,894799816684","2,31870521217322",1,1,0
"Jouffroy d'Abbans - Villiers","48,8842155470374","2,30565335601568",1,1,0
"Jules Vallès - Charonne","48,8542843799353","2,38476745784283",2,2,0
"Jussieu - Fossés Saint-Bernard","48,8471855100235","2,35348585993052",2,0,2
"LCL Campus - Place Oscar Niemeyer","48,8053424806216","2,36398369073868",1,1,0
"La Motte-Picquet - La Tour Maubourg","48,856926701847","2,3096215831203",1,1,0
"Lagny - Victor Basch","48,8488414718988","2,42632541892523",3,2,1
"Lallier - Trudaine ","48,8810924661796","2,34082248061895",1,1,0
"Lamartine - Faubourg Montmartre","48,8766139828908","2,33976569026709",1,0,1
"Larmeroux - Baudelaire","48,816939911292","2,2809894804846",2,2,0
"Laumière - Petit","48,8846736853833","2,3800390586257",1,1,0
"Lavandieres Sainte Opportune - Rivoli","48,859279702476","2,3466217517853",1,0,1
"Le Brun - Gobelins","48,835092787824","2,3534681351338",1,0,1
"Ledru-Rollin - Charonne","48,8534585560724","2,37724635819471",2,0,2
"Leibniz - Jean Dollfus","48,896328348516","2,33339042383468",1,1,0
"Les Halles - Saint-Eustache","48,8636269590168","2,34262391924858",1,1,0
"Les Planètes ","48,8099849920804","2,45808530598879",4,1,3
"M.- A. Lagroua Weill-Hallé -  F. Dolto","48,8285952838574","2,38022060626611",2,1,1
"Maine - Liancourt","48,835064363954","2,323731449974",1,1,0
"Mairie de Montreuil","48,8613145275835","2,44061440229416",1,1,0
"Mairie du 10ème","48,872089449907","2,3575825989246",1,0,1
"Mairie du 11ème","48,858925","2,3789759",1,1,0
"Mairie du 12ème","48,840855311763","2,3875549435616",1,0,1
"Mairie du 14ème","48,83254578123","2,3254923149943",1,1,0
"Mairie du 3ème","48,8644617813914","2,36176282167435",1,0,1
"Mairie du 9ème","48,8732671375829","2,34075344805276",2,1,1
"Malesherbes - Place de la Madeleine","48,870406028483","2,323243509808",1,1,0
"Manin - Crimée","48,8831217743719","2,38636706024408",2,1,1
"Marcadet - Barbès","48,890451120965","2,3490573929687",3,3,0
"Marché Saint-Quentin","48,877356057652","2,3545114456374",1,1,0
"Marché d'Auteuil","48,8484276136739","2,26525382116",1,1,0
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221",3,3,0
"Mathurins - Auber","48,872988840744","2,3294984212276",1,1,0
"Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",1,0,1
"Messine - Place Du Pérou","48,8754480339607","2,31550801901004",1,1,0
