"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Adolphe Lalyre - Armand Silvestre","48,9040626696159","2,27341622114182",2,2,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",3,3,0
"Alfred Roll - Berthier","48,887808570529","2,3000952981763",1,1,0
"Alouettes - Maréchal de Lattre de Tassigny","48,8551100929395","2,49307002872229",1,1,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",2,0,2
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",3,2,1
"Arago - Glacière","48,8348605477577","2,34457705243221",1,1,0
"Archives - Rivoli","48,857346707443","2,3539767041802",1,1,0
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791",4,3,1
"Assemblée Nationale","48,861411014652","2,3201214185208",2,0,2
"Auguste Blanqui - Corvisart","48,8300989","2,3502726",4,3,1
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598",2,2,0
"Averroès - Aimé Césaire","48,9140532343286","2,41263695061207",1,1,0
"Batignolles - Beudant","48,8821640146638","2,31985297054052",3,3,0
"Batignolles - Place de Clichy","48,883474535757","2,326493114233",2,2,0
"Beaumarchais - Pas de la Mule","48,855580507049","2,3684333673431",1,1,0
"Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",1,1,0
"Belleville - Couronnes","48,868831082877","2,3809862136841",1,1,0
"Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",1,1,0
"Belliard - Damrémont","48,8966923877784","2,33802345038817",1,1,0
"Benoît Frachon - République","48,8523072901432","2,4156054854393",1,1,0
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",2,2,0
"Billancourt - Général Leclerc ","48,8322649","2,2380413",1,0,1
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591",1,1,0
"Bobillot - Moulin des Prés","48,828657346203","2,353020646317",1,1,0
"Bobillot - Tolbiac","48,8255961335041","2,35020417720079",1,1,0
"Bois de Vincennes.","48,8338064","2,4132221",1,1,0
"Boissière - Etienne Dolet","48,876111","2,4677312",1,1,0
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,1,0
"Botzaris - Parc des Buttes Chaumont","48,877951","2,381464",1,1,0
"Boulets - Voltaire","48,85218705621","2,3890301585197",1,1,0
"Bourdon - Pont Morland","48,8478103","2,3659356",1,1,0
"Bourse du Travail","48,868976638826","2,3623438552022",1,0,1
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433",1,1,0
"Brancion - Lefebvre","48,8290022278557","2,30143103816341",1,0,1
"Brillat-Savarin - Küss","48,822203","2,350422",1,1,0
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271",2,0,2
"Bréguet - Sabin","48,856931678257","2,3706749462105",2,2,0
"Buffon - Jardin des Plantes","48,8426684661049","2,36185871064663",1,1,0
"Buisson Saint-Louis - Saint-Maur","48,871746849303","2,37225283287899",2,1,1
"Bézout - Général Leclerc","48,8288480450244","2,3285973072052",1,1,0
"Camille Risch - Paul Armangot","48,774703","2,373685",1,0,1
"Cardinal Lavigerie","48,8329341936998","2,40263674939916",2,1,1
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",1,0,1
"Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",1,1,0
"Caumartin - Provence","48,8744227734265","2,32846856117249",2,2,0
"Ceinture du Lac Inferieure - Saint-Cloud","48,8621807093314","2,26178716868162",1,1,0
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,1,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,1,0
"Centenaire - Sorins","48,8585352335973","2,42735087871552",1,1,0
"Centre Georges Pompidou","48,861419","2,352581",2,0,2
"Cesaria Evora - Rosa Parks","48,8971767282504","2,37451739609241",1,1,0
"Champ de Mars - Cler","48,8566915501153","2,30664677917957",1,1,0
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545",2,1,1
"Charenton - Wattignies","48,8366757964063","2,39179585555563",1,0,1
"Charles Delescluze","48,8524220084889","2,38063249737024",2,0,2
"Charles de Gaulle - Beauté","48,8364960231271","2,47956265114989",1,1,0
"Charles de Gaulle - Jean Lolive","48,8932644350857","2,41267651319504",1,1,0
"Charles de Gaulle - Madrid","48,884432270368","2,2608044743538",1,0,1
"Charles de Gaulle - Rue de l''Alma","48,896620592993","2,252313240191",1,1,0
"Charonne - Bureau","48,854176","2,396093",2,1,1
"Charonne - Faubourg Saint-Antoine","48,852191909696","2,3740932717919",4,2,2
"Charonne - Pierre Bayle","48,858445054262","2,3903981223891",1,0,1
"Chazelles - Courcelles ","48,879406604954","2,3034455627203",1,1,0
"Chemin Vert - Fraternité","48,877141208359","2,44615651667118",2,2,0
"Cherche-Midi - Hôpital Necker","48,8446106330996","2,31791406869888",3,3,0
"Château - Bineau","48,8904040285898","2,27010637521744",1,1,0
"Château - République","48,905928","2,253629",2,2,0
"Cimetière de Montmartre","48,886472466142","2,3328901827335",1,1,0
"Cimetière de Montrouge","48,821466904768","2,3215785772007",1,0,1
"Cité Riverin - Château d''''Eau","48,8707024235543","2,35873986390085",2,2,0
