"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933",1,1,0
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",2,2,0
"Alexander Fleming - Belvédère","48,8817906420029","2,40305993776427",1,1,0
"Alexandre Dumas - Place de la Réunion","48,8553371074205","2,39977036876463",1,1,0
"Alibert - Jemmapes","48,871044051984","2,3661044619878",2,1,1
"Ambroise Rendu - Porte Brunet","48,883667","2,395733",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,1,0
"Anatole France - Jean Lolive","48,8949922","2,4253764",3,3,0
"Ancien Canal - Hélène Brion","48,8948479929616","2,41883385926485",1,1,0
"Ancienne Mairie - André Morizet","48,838311","2,234077",1,1,0
"André Mazet - Saint-André des Arts","48,8537558105743","2,33909580856562",3,3,0
"Assas - Luxembourg","48,8437344687794","2,33342838187589",1,1,0
"Assas - Rennes","48,8492084999386","2,32851454623001",1,1,0
"Assas - Vaugirard","48,848274111398","2,3292413726449",1,1,0
"Bassano -  Iéna","48,8681445104821","2,29614960098594",1,1,0
"Beaubourg - Michel-le-Comte","48,862534941806","2,3543103039265",1,1,0
"Beaujon - Wagram","48,875352455985","2,2964416444302",1,1,0
"Beaumarchais - Saint-Gilles","48,8580378","2,3679352",2,1,1
"Beaux-Arts - Bonaparte","48,8564519853958","2,3348518833518",2,2,0
Beffroy,"48,886591074488","2,26139456033707",1,0,1
"Bellefond - Maubeuge","48,878255397645","2,3452642187476",1,1,0
"Belles Feuilles - Place de Mexico","48,865804746474","2,2829206287861",1,1,0
Bercy.,"48,839966914994","2,3788625746965",2,2,0
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816",1,1,0
"Bertie Albrecht - Hoche","48,8761403982639","2,3013031383076",1,0,1
"Bertrand Sincholle - Henri Barbusse","48,8992598239435","2,3042294383049",1,1,0
"Bichat - Grange aux Belles","48,873688","2,365015",1,1,0
"Bienfaisance - Place de Narvik","48,8766016345908","2,31297712773085",1,1,0
"Blaise-Desgoffe - Vaugirard","48,846128877747","2,3242672160268",1,1,0
"Bleue - Trévise","48,8757890656457","2,34728962182999",2,2,0
"Bois de Vincennes.","48,8338064","2,4132221",1,0,1
"Botzaris - Parc des Buttes Chaumont","48,877951","2,381464",1,1,0
"Boudreau - Auber","48,87219","2,329423",1,1,0
"Boulangers - Cardinal Lemoine","48,8462904","2,3521495",2,2,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,0,1
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Brancion - Lefebvre","48,8290022278557","2,30143103816341",1,1,0
"Bréguet - Sabin","48,856931678257","2,3706749462105",1,1,0
"Caire - Dussoubs","48,8678534211186","2,34936431050301",1,1,0
"Cambon - Rivoli","48,866143390992","2,3251800647137",2,2,0
"Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",1,0,1
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186",1,0,1
"Censier - Jardin des Plantes","48,8410717816138","2,35547538846731",1,1,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",2,1,1
Centquatre,"48,8893335384554","2,37078543752432",3,2,1
"Championnet - Vauvenargues","48,8940187474457","2,3319872841239",1,1,0
Championnet.,"48,8953643","2,3498166",1,1,0
"Chanzy - Sud-Est","48,8889120376988","2,19563215970993",2,2,0
"Charenton - Jardiniers","48,833821772923","2,394692664106",2,1,1
"Charenton - Prague","48,848175129981","2,3763584494312",1,1,0
"Charles Gide - Fort de Bicêtre ","48,8071937956922","2,35398441553116",1,1,0
"Charles de Gaulle - Jean Lolive","48,8932644350857","2,41267651319504",1,1,0
"Charles de Gaulle - Louis Philippe","48,881742142181","2,2710045335353",1,1,0
"Charles de Gaulle - Rue de l''Alma","48,896620592993","2,252313240191",4,2,2
"Charonne - Bureau","48,854176","2,396093",1,1,0
"Charonne - Pierre Bayle","48,858445054262","2,3903981223891",3,3,0
"Chaussée d'Antin - Haussmann","48,87243","2,33359",1,0,1
"Chemin Vert - Fraternité","48,877141208359","2,44615651667118",2,2,0
"Choiseul - Quatre Septembre ","48,8699355331869","2,33599752187729",1,1,0
"Château - République","48,905928","2,253629",1,0,1
"Château de Vincennes","48,8442319325566","2,43920953770918",5,4,1
"Châteaudun - Place de la Liberté","48,9097083030121","2,24544864806006",1,1,0
"Cité Riverin - Château d''''Eau","48,8707024235543","2,35873986390085",1,1,0
"Cité Vaneau","48,8542210666207","2,31961492449045",1,0,1
"Cité de la Musique","48,888796556487","2,3925811931922",1,0,1
"Commandant Charcot - Bretteville","48,8753057076542","2,25584607571363",1,1,0
"Concorde - Stalingrad","48,7985844","2,3821302",1,0,1
"Conservatoire de Musique","48,770935866676","2,40340143442154",1,1,0
"Coquillière - Louvre","48,8637959096623","2,34257362782955",2,2,0
"Cours de l'Ile Seguin - Parc Billancourt","48,8271405584394","2,23423451185226",1,1,0
"Crozatier - Faubourg Saint-Antoine","48,850440013405","2,378901366211",2,1,1
"Cujas - Saint-Michel","48,848191348584","2,341831654854",1,1,0
"Damrémont - Ordener","48,8934003929819","2,3362665239128",1,1,0
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105",2,2,0
"Daumesnil - Hébrard","48,8429","2,38474",3,3,0
"Daumesnil - Picpus","48,8374688","2,401765",1,1,0
"David Weill - Parc Montsouris","48,8210923742561","2,33372569084167",1,1,0
"Delphine Seyrig - Général Leclerc","48,8939239630579","2,39790290594101",1,0,1
"Diderot - Pierre Bourdan","48,847648620797","2,3902582749724",3,3,0
"Didot - Mariniers","48,8265054361311","2,31313619827167",2,2,0
"Dom-Pérignon - Gravelle","48,8254815744346","2,40988031029701",4,3,1
"Duméril - Jeanne d'Arc","48,8381516080866","2,3571084495564",1,1,0
"Dunkerque - Alsace","48,879355","2,358379",1,1,0
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552",2,0,2
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855",1,1,0
"Dutot - Place Alleray","48,836826091766","2,3071701095578",1,0,1
"Ecole Vétérinaire","48,8148885982249","2,4224362157779",1,0,1
"Edouard Tremblay - Julian Grimaux","48,781383825117","2,3723508417606",1,1,0
"Edouard Vaillant - Paul-Adolphe Souriau","48,8348458588287","2,2479459643364",1,0,1
"Emile Zola - Fondary","48,8470511431137","2,29534059762955",1,0,1
"Enghien - Faubourg Poissonnière","48,872420063053","2,3483952362828",1,1,0
"Epi d'Or - Chevilly","48,781109786782","2,3549050362061",1,1,0
"Epée de Bois - Mouffetard","48,8415086903888","2,35006671398878",1,1,0
