"Nom station prise","Latitude station prise","Longitude station prise",Total,VAE,VM
"Aboukir - Alexandrie","48,8686834444447","2,35020432694749",1,1,0
"Adolphe Pinard - Victor Hugo","48,8236825874564","2,30778437107801",1,1,0
"Alexandre Dumas - Voltaire","48,852888670365","2,3891476408096",2,1,1
"Alexandre Parodi - Quai de Valmy","48,8793594194253","2,36659616231918",1,1,0
"Amelot - Saint-Sébastien","48,8611421627609","2,36779961810773",1,0,1
"André Karman - République","48,9103987576185","2,38513559103012",1,1,0
"André Theuriet - Blagis","48,7797732574544","2,31305256485939",1,0,1
"Arsonval - Falguière","48,8404004036544","2,31311786729747",1,1,0
"Assemblée Nationale","48,861411014652","2,3201214185208",1,0,1
Avenir,"48,8103438","2,3003776",1,1,0
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",1,0,1
"Bagnolet - Orteaux","48,8570864102724","2,39841252565384",1,1,0
"Bastille - Quai de la Rapée","48,84682410855","2,3669364675879",2,0,2
"Belfort - Victor Hugo","48,9018492","2,3172724",2,0,2
"Bercy - Traversiére","48,8461926425738","2,37038008868694",1,1,0
"Bercy - Villot","48,841795009027","2,3767850184816",4,4,0
Bercy.,"48,839966914994","2,3788625746965",2,1,1
"Bineau - Louise Michel","48,88666162207","2,2843274474144",1,0,1
"Bleue - Trévise","48,8757890656457","2,34728962182999",1,0,1
"Bois de Vincennes.","48,8338064","2,4132221",3,0,3
"Bosquet - Saint-Dominique","48,8586517095264","2,30371658023458",1,1,0
"Boudreau - Auber","48,87219","2,329423",1,1,0
"Boulets - Faubourg Saint-Antoine","48,849259262115","2,3917546141943",1,0,1
"Bourdon - Pont Morland","48,8478103","2,3659356",1,1,0
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447",1,1,0
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202",2,2,0
"Bourse du Travail","48,868976638826","2,3623438552022",1,1,0
"Bracion - Périphérique","48,826103771275","2,3004549373748",2,2,0
"Brillat-Savarin - Küss","48,822203","2,350422",1,1,0
"Cambronne - Mademoiselle","48,8432773300352","2,30230766886348",1,1,0
"Candale - Mehul","48,8893935006175","2,4143797159195",2,2,0
"Carducci - Place Hannah Arendt","48,8774366815158","2,38607436418533",1,1,0
"Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",1,1,0
"Censier - Santeuil","48,8406589213852","2,35375240445137",1,0,1
"Chabanais - Petits Champs","48,8670374018672","2,33671601861715",1,0,1
