"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Place des Droits de l'Enfant","48,8274804","2,3319217","Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",5,0,5
"Théophile Gautier - François Millet","48,8503482132064","2,27302998304367","Faustin Hélie - Desbordes-Valmore","48,859403","2,276522",9,0,9
"Olivier de Serres - Leriche","48,8346022171521","2,29574829339981","Bara - Henri Farman","48,8332180274578","2,26775676012039",5,0,5
"Pont De Charenton","48,8179685","2,4199531","Château - République","48,862923800596","2,4155035614967",9,5,4
"Gabriel Lamé","48,8351212784276","2,38553456962109","François Debergue - Croix de Chavaux","48,8574217080721","2,4375781416893",9,0,9
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Parc Suzanne Lenglen","48,8332506905379","2,27654032409191",6,0,6
"Demi-Lune - Aristide Briand","48,8762638191995","2,4562818557024","Place François Mitterand","48,8649278201633","2,44295831769705",8,7,1
"Place Carnot","48,855939321868","2,44153171777725","Jean Moulin - Paul Doumer","48,8622179854695","2,45533436536789",9,3,6
"Emile Blemont - Poteau","48,8943782","2,3415122","Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",9,7,2
"Laffitte - Italiens","48,8718157373963","2,33720154784508","Caulaincourt - Place Constantin Pecqueur","48,8896779050281","2,33817871442611",15,0,15
"Hôpital Européen Georges Pompidou ","48,8376953191634","2,27537423372269","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",15,3,12
"Taitbout - La Fayette","48,8733298891997","2,33526259660721","Square Raymond Souplex","48,8918372147891","2,3354261031659",13,7,6
"Lucien Bossoutrot - Général Martial Vallin","48,836956046311","2,2741072252393","Jacquier - Didot","48,8295333629228","2,31817927211523",15,3,12
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Gérando - Rochechouart","48,88294340845","2,3464846238494",14,0,14
"Place Balard","48,836395736424","2,2784192115068","Jacquier - Didot","48,8295333629228","2,31817927211523",15,1,14
"Filles Saint-Thomas - Place de la Bourse","48,868899890853","2,3397543845203","Square Raymond Souplex","48,8918372147891","2,3354261031659",13,2,11
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Joseph Liouville - Croix Nivert","48,8448354712444","2,29750849306583",15,0,15
"Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",15,1,14
"Liberté - Vert-de-Maisons","48,7901478096084","2,43286281824112","Bois de Vincennes - Gare","48,8360222428869","2,47083399508303",13,0,13
"Quai Jules Guesde - Saint-Simon","48,8039148721899","2,40896616202737","François Debergue - Croix de Chavaux","48,8574217080721","2,4375781416893",13,4,9
"Montgallet - Reuilly","48,844291","2,3896481","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,2,7
"Gare d'Austerlitz","48,842524","2,364044","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",9,0,9
"Place de Verdun","48,8202823","2,473775","Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",5,0,5
"Place de Verdun","48,8202823","2,473775","Cimetière de Fontenay-sous-Bois","48,8470617336222","2,47878223657608",5,0,5
"Place de Verdun","48,8202823","2,473775","Hôtel de ville de Fontenay-sous-Bois","48,8494974910627","2,47501641511917",6,0,6
"Geoffroy-Saint-Hilaire - Saint-Marcel","48,8390782642497","2,35687734066973","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,3,10
"Place Mongolfier","48,8151600300604","2,45928794145584","Boulard - Daguerre","48,8344647268061","2,32933860272169",13,3,10
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186","Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",12,3,9
"Saint-Antoine Sévigné","48,8550222","2,3612322","Place des Ternes.","48,8784386312265","2,2977277636528",11,0,11
"Auguste Blanqui - Glacière","48,8311516029644","2,34382219612598","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",11,0,11
"Place Saint-Just","48,7903795187243","2,3895226791501","Jourdan - Cité Universitaire","48,8198973431567","2,33970079641244",9,0,9
"Les Planètes ","48,8099849920804","2,45808530598879","Gare RER de Vincennes","48,8475630151261","2,43338316679001",11,1,10
"Charenton - Diderot","48,846171461187","2,3793068155646","Saint-Fargeau - Mortier","48,8726665612226","2,40791290998459",9,0,9
