"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Place Robert Guillemard","48,8361917280667","2,28112671600864","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",9,3,6
Bercy.,"48,839966914994","2,3788625746965","Choisy - Tolbiac","48,82591155587","2,3602393269539",13,6,7
"Charenton - Diderot","48,846171461187","2,3793068155646","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,0,9
"Bercy - Villot","48,841795009027","2,3767850184816","Belleville - Télégraphe","48,8756045","2,3995549",10,6,4
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034",Olympiades,"48,826764665199","2,3650860786438",9,1,8
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Place du Docteur Yersin","48,8201049499198","2,37255837768316",9,0,9
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Verger - Colonel Guichard","48,816376985087","2,2670380088932",9,0,9
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Maine - Jean Zay","48,837925263898","2,3225428909063",9,0,9
"Pierre Joseph Desault","48,8211023080037","2,37877540290356","Porte d'Ivry","48,8217687475965","2,36887067556381",8,0,8
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Charonne - Avron","48,8516026652216","2,39840304703793",9,0,9
Dugommier,"48,838811048815","2,3896577954292","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,4,9
"Convention - Vaugirard","48,8376768223316","2,29558692602025","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",9,2,7
"Bercy - Villot","48,841795009027","2,3767850184816","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",8,0,8
"Lecourbe - Jean Maridor","48,837963661476","2,28773921728134","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,1,8
"Cauchy - Cévennes","48,8433725710224","2,27513283491135","Place Aimé Césaire","48,7831947130678","2,24291279911995",9,0,9
"Gare Rosny-Bois-Perrier","48,8811502333706","2,48043682426214","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",3,2,1
"Gare Rosny-Bois-Perrier","48,8811502333706","2,48043682426214","Place du Général de Gaulle","48,8525288","2,4877332",9,6,3
"Gare RER - Malleret-Joinville","48,802936","2,42531","Saint-Michel - Luxembourg","48,84501507626","2,3394941166043",7,4,3
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",13,0,13
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",9,2,7
"Place de Verdun","48,8202823","2,473775","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",9,0,9
"Charenton - Diderot","48,846171461187","2,3793068155646","Davout - Volga","48,8529196799573","2,41052290977911",9,2,7
"Mornay - Sully","48,8497039954842","2,3644607886672","Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",9,1,8
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Porte d'Orléans","48,8227639","2,3249313",9,0,9
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286","Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,0,9
"Convention - Vaugirard","48,8376768223316","2,29558692602025","Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",13,5,8
"Gare de Lyon - Chalon","48,845666194202","2,3741452395916","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,0,13
"Place Mongolfier","48,8151600300604","2,45928794145584","Sorbier - Ménilmontant","48,8685423956607","2,38977212458849",9,0,9
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Place du Moulin de Javel","48,84021670922","2,2716060653329",9,0,9
