"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Grenelle - Violet","48,8499303551215","2,29461204260588","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",9,0,9
"Saint-Denis - Rivoli","48,859059340842","2,3476943001151","Récollets - Square Villemin","48,8750346558839","2,35980123859793",10,1,9
"Gabriel Lamé","48,8351212784276","2,38553456962109","Bagnolet - Place Saint-Blaise","48,85973","2,40334",9,1,8
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,1,12
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Pyrénées - Avron","48,853246898212","2,40587104452954",5,1,4
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286","Mouton Duvernet - Général Leclerc","48,8316325182926","2,32931211590767",9,0,9
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Dareau - Broussais","48,8307758","2,3361804",9,0,9
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034","Gare de Lyon - Van Gogh","48,843839785643","2,3704450240357",13,3,10
"Pierre Grenier - Pont de Billancourt","48,8258020742942","2,24879890680313","Place de la Porte de Châtillon","48,8242469","2,3186306",8,3,5
"Gabriel Péri - Danielle Casanova","48,790114","2,4025777","Gare de Bercy","48,839794573906","2,3826066032052",4,0,4
"Froment - Bréguet","48,8570414504784","2,37289470306807","Botzaris - Crimée","48,8795969869018","2,38879133374771",10,0,10
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Jacquier - Didot","48,8295333629228","2,31817927211523",9,3,6
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Cimetière de Montmartre","48,8864724661419","2,33289018273354",10,2,8
"Faubourg Du Temple - Republique","48,867872484749","2,3648982158072","Place de la République - Temple","48,867211201859","2,3635464370545",6,0,6
"Gabriel Lamé","48,8351212784276","2,38553456962109","Porte d'Ivry","48,8217687475965","2,36887067556381",9,1,8
"François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143","Dareau - Broussais","48,8307758","2,3361804",4,0,4
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286","Jean Moulin - Place Victor et Hélène Basch","48,82764910241","2,3261967301369",8,0,8
"Parc André Citroën","48,8406399442967","2,27806180715561","Schoelcher - Raspail","48,8368173352684","2,33127940804115",13,0,13
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",9,0,9
