"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Karl Marx","48,7845279372932","2,36466679794556",4,0,4
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317","Porte Pouchet-Bessières","48,8978765","2,3230632",11,0,11
"Pascal - Claude Bernard","48,8390619521597","2,34997820109129","Choisy - Tolbiac","48,82591155587","2,3602393269539",9,0,9
"Departement - Pajol","48,8866748497302","2,36136116087437","Edouard Pailleron - Bouret","48,8805976940705","2,37694948911667",9,5,4
"Mairie de Rosny-sous-Bois","48,871256519012","2,4865807592869","Odessa - Départ","48,842885590081","2,3244281485677",9,0,9
"Léon - Doudeauville","48,8883242184522","2,3535733726386","Hauteville - Bonne Nouvelle","48,87077436024","2,3496496368327",4,3,1
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552","Pasteur - Cotentin","48,8389284","2,316356",8,1,7
"Diane Arbus","48,898800717199","2,3524022474885","Gaston Tessier - Rosa Parks RER","48,8963765","2,3743692",4,4,0
"Daumesnil - Picpus","48,8374688","2,401765","Château - Place de Catalogne","48,836805542262","2,3185293003917",9,0,9
"Emile Zola - Fondary","48,8470511431137","2,29534059762955","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,0,9
"Charles Lecocq - Lecourbe","48,84044","2,294867","Mozart - Jasmin","48,8528612487169","2,26848357065151",9,0,9
"Gare - Aristide Briand","48,821410564722","2,2555950104387","Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,0,9
"Gabriel Péri - Francisco Ferrer","48,8863371023698","2,4073389172554","Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",9,8,1
"Paul Vaillant-Couturier - Gare RER","48,8010815906961","2,40209721028805","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",4,0,4
"Paul Vaillant-Couturier - Gare RER","48,8010815906961","2,40209721028805","Jean Moulin - Paul Doumer","48,8622179854695","2,45533436536789",8,0,8
"M.- A. Lagroua Weill-Hallé -  F. Dolto","48,8285952838574","2,38022060626611","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",9,0,9
"M.- A. Lagroua Weill-Hallé -  F. Dolto","48,8285952838574","2,38022060626611","Place Jeanne d'Arc","48,829575","2,369126",13,9,4
"Balard - Montagne de la Fage","48,8385074033335","2,27828711271286","Morillons - Dantzig","48,8331014995393","2,29938000440598",12,0,12
"Place Mongolfier","48,8151600300604","2,45928794145584","Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,3,6
"Ecole Vétérinaire","48,8148885982249","2,4224362157779","François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143",6,0,6
"Danielle Casanova - Ledru-Rollin","48,8157834978768","2,38325972110033","Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",8,0,8
