"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Mairie d'Ivry-sur-Seine","48,8105712096928","2,38428264856339","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",13,2,11
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Mairie du 16ème","48,863936848472","2,27659530937672",6,0,6
"Benjamin Delessert - Jean Lolive","48,8939204361934","2,4179819226265","Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",8,6,2
"Saint-Denis - Rivoli","48,859059340842","2,3476943001151","Square Boucicaut","48,8512964336653","2,32506182044744",9,5,4
"Daumesnil - Picpus","48,8374688","2,401765","Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",12,1,11
Mutualité,"48,848225572724","2,3502873256803","Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,1,8
Mutualité,"48,848225572724","2,3502873256803","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",4,1,3
"Gare de Bercy","48,839794573906","2,3826066032052","Epée de Bois - Mouffetard","48,8415086903888","2,35006671398878",13,4,9
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,1,12
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","François Ponsard - La Muette ","48,8583666","2,2744515",6,0,6
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",12,2,10
"Place Fernand Forest","48,8492691438359","2,28186316788197","Gérando - Rochechouart","48,88294340845","2,3464846238494",6,1,5
"Lecourbe - Convention","48,839233192419","2,29151979088783","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,6,7
"Traversière - Ledru-Rollin","48,8507358241288","2,37587011170625","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,1,12
"Place Balard","48,836395736424","2,2784192115068","Place du Moulin de Javel","48,84021670922","2,2716060653329",5,0,5
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Arsène Houssaye - Friedland","48,874510616163","2,2994716674148",6,0,6
"Mornay - Sully","48,8497039954842","2,3644607886672","Quai des Célestins - Henri IV","48,8512971","2,3624535",3,0,3
"Jean Macé - Faidherbe","48,85337548426","2,3828620836139","Saint-Fargeau - Mortier","48,8726665612226","2,40791290998459",9,1,8
"Place Etienne Pernet","48,8424345713378","2,29218196123838","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",13,0,13
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",13,9,4
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Place du Maquis du Vercors","48,8773215794936","2,40837827324867",11,1,10
"Cevennes - Bergers","48,842407651304","2,28103771805763","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",13,0,13
"Chausson - Gabriel Péri","48,9218910034811","2,29523062705994","Gare du Nord - Denain","48,879595787608","2,3544725775719",8,2,6
"Mairie du 11ème","48,858925","2,3789759","Jardin de l'Hospice Debrousse","48,861451061938","2,40568600595",5,2,3
"Saint Lambert - Blomet","48,8365914814726","2,29305569082499","Lucien Bossoutrot - Général Martial Vallin","48,836956046311","2,2741072252393",7,2,5
"Saint Lambert - Blomet","48,8365914814726","2,29305569082499","Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",5,1,4
"Mairie du 11ème","48,858925","2,3789759","Pyrénées - Ménilmontant","48,8693268535238","2,39508457481861",8,3,5
"Pierre Lefaucheux - Traversière","48,8243520830383","2,2417913004756","Batignolles - Place de Clichy","48,8834745357567","2,32649311423302",6,0,6
"Charenton - Place du Col Bourgoin","48,844867319554","2,3825789350545","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,3,10
"Porte de Clichy - Place des Nations Unies","48,8967372633095","2,31054299919639","Batignolles - Rome","48,8818233705668","2,32025898993015",6,2,4
"Square Desnouettes","48,8347683793419","2,28414229739467","Jean Bleuzen - Square du 11 Novembre","48,8232579","2,2965213",7,0,7
"Place Mongolfier","48,8151600300604","2,45928794145584","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",9,0,9
"Louis Blanc - La Chapelle","48,884008964514","2,3599335551262","Gérando - Rochechouart","48,88294340845","2,3464846238494",8,6,2
"Square Etienne Jarousse","48,8248518259713","2,29259334504604","Place de la Porte de Châtillon","48,8242469","2,3186306",12,9,3
"Madagascar - Meuniers","48,8346046447471","2,39706505089998","Ménilmontant - Père Lachaise","48,863287291502","2,3869940266013",13,0,13
"Charles Delescluze","48,8524220084889","2,38063249737024","Boyer - Ménilmontant","48,8688951626791","2,39198241456346",5,1,4
"Charles Delescluze","48,8524220084889","2,38063249737024","Bagnolet - Place Saint-Blaise","48,85973","2,40334",8,3,5
"Neuilly - Petit","48,8989653613413","2,29627937078476","De Toqueville - Terrasse","48,882428","2,314002",6,0,6
"Victor Hugo - Ecoles","48,8047600793613","2,41803739302621","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",6,1,5
"Henri Barbusse - Bourguignons","48,9130172279971","2,27342122707744","Batignolles - Beudant","48,8821640146638","2,31985297054052",6,3,3
"Victor Hugo - Ecoles","48,8047600793613","2,41803739302621",Olympiades,"48,826764665199","2,3650860786438",7,1,6
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Odessa - Départ","48,842885590081","2,3244281485677",9,0,9
"Place Jacques Bonsergent","48,870948218595","2,3612049221992","Saint-Marc - Feydeau","48,870310661422","2,3419791832566",8,1,7
"Roquette - Auguste Laurent","48,8580019060234","2,38179770265078","Sorbier - Ménilmontant","48,8685423956607","2,38977212458849",8,5,3
"Jean Macé - Faidherbe","48,85337548426","2,3828620836139","Pirogues de Bercy - Libourne","48,832308","2,38637",13,1,12
"Place de Rungis","48,8224559476497","2,34738272948295","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",7,3,4
"Bercy - Villot","48,841795009027","2,3767850184816","Fabre d'Eglantine - Place de la Nation","48,8471116","2,3956204",4,0,4
"Jules Guesde - Pont du Port à l'Anglais","48,796288070938","2,41721212863922","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,8,5
"Bercy - Villot","48,841795009027","2,3767850184816","Pyrénées - Charles Renouvier","48,8609593322922","2,40042185204211",4,0,4
