"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Departement - Pajol","48,8866748497302","2,36136116087437","Gare du Nord - Saint-Vincent de Paul","48,880955741648","2,3524305148385",10,2,8
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",9,0,9
"Place de la Gare","48,8025335801128","2,42750376462936","Cassini - Denfert-Rochereau","48,837525839067","2,3360354080796",9,0,9
"Sahel - Général Michel Bizot","48,8408729647934","2,40444447845221","Porte de Vincennes","48,846454","2,415514",6,3,3
"Mairie d'Ivry-sur-Seine","48,8105712096928","2,38428264856339","Montparnasse -  Square Ozanam","48,843310567822","2,3265242949128",6,0,6
"Boussingault - Tolbiac","48,8260351660585","2,34217680800433","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",8,3,5
"Place Adolphe Cherioux - Vaugirard","48,8395944280046","2,30106577277184","Odessa - Départ","48,842885590081","2,3244281485677",9,0,9
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Porte d'Italie","48,817161987719","2,36023630946875",4,0,4
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Saint-Fargeau - Mortier","48,8726665612226","2,40791290998459",12,0,12
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Porte de Charenton","48,8312401058564","2,39891074597836",12,1,11
