"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Victor Hugo - Ecoles","48,8047600793613","2,41803739302621","Jourdan - Monticelli","48,822032","2,329095",8,3,5
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Château - Place de Catalogne","48,836805542262","2,3185293003917",12,1,11
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Pyrénées - Ménilmontant","48,8693268535238","2,39508457481861",9,0,9
"Gare de Bercy","48,839794573906","2,3826066032052","Tombe Issoire - René Coty","48,830512876709","2,3343613743782",9,0,9
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,2,7
"Place de l'Insurrection d'Août 1944 ","48,8147785275159","2,39807456731796","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",11,7,4
"Pierre Grenier - Pont de Billancourt","48,8258020742942","2,24879890680313","Odessa - Départ","48,842885590081","2,3244281485677",9,5,4
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Pyrénées - Ménilmontant","48,8693268535238","2,39508457481861",9,1,8
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Bobillot - Moulin des Prés","48,8286573462031","2,35302064631696",9,3,6
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Porte de Bagnolet","48,864707139123","2,40834463734961",9,2,7
"Chemin de Bretagne","48,825147","2,25936","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",13,1,12
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791","Le Brix et Mesmin - Jourdan","48,8223409659341","2,32786165330247",9,2,7
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,0,9
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,0,13
"Charles Frérot - Albert Guilpin","48,8155839183714","2,35050290822983","Porte d'Ivry","48,8217687475965","2,36887067556381",9,1,8
"Mairie du 14ème","48,83254578123","2,3254923149943","Maine - Jean Zay","48,837925263898","2,3225428909063",5,4,1
"Mairie du 12ème","48,840855311763","2,3875549435616","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",8,4,4
"Tombe Issoire - René Coty","48,830512876709","2,3343613743782","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",9,4,5
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Porte d'Ivry","48,8217687475965","2,36887067556381",9,6,3
"Aristide Briand - Place de la Résistance","48,8212424840101","2,25110024213791","Jean Moulin - Place Victor et Hélène Basch","48,82764910241","2,3261967301369",9,5,4
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Porte d'Ivry","48,8217687475965","2,36887067556381",12,5,7
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",9,1,8
"Charenton - Prague","48,848175129981","2,3763584494312","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Place de l'Insurrection d'Août 1944 ","48,8147785275159","2,39807456731796","Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,0,9
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Bobillot - Moulin des Prés","48,8286573462031","2,35302064631696",9,6,3
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",13,9,4
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Louis Lumière - Porte de Bagnolet","48,8643113600001","2,41052102297544",6,2,4
Bercy.,"48,839966914994","2,3788625746965","Port Royal - Hôpital Cochin","48,8383732338133","2,34071787446737",3,0,3
"Jean Moulin - Place Victor et Hélène Basch","48,82764910241","2,3261967301369","Mairie du 14ème","48,83254578123","2,3254923149943",3,2,1
"Gare de Bercy","48,839794573906","2,3826066032052","Pyrénées - Charles Renouvier","48,8609593322922","2,40042185204211",5,0,5
Lampes,"48,8115248198587","2,40179311484098","Maxime Gorki - Paul Vaillant-Couturier","48,7967350879544","2,36833423376083",10,0,10
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,1,12
