"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Bourg l'Abbé - Saint-Martin","48,8639333194926","2,35240627080202","Gare du Nord - Denain","48,879595787608","2,3544725775719",7,0,7
"Félix Faure - Lourmel","48,8386890170951","2,28180818259716","Odessa - Départ","48,842885590081","2,3244281485677",9,0,9
"Bruneseau - Quai d'Ivry","48,8249456375829","2,38856613636017","Place du Docteur Yersin","48,8201049499198","2,37255837768316",9,3,6
"Parc Roger Salengro","48,905303858642","2,31055945158","Madame de Sanzillon - Mozart","48,903798207743","2,31874018907547",9,6,3
"Les Halles - Saint-Eustache","48,8636269590168","2,34262391924858","Batignolles - Place de Clichy","48,8834745357567","2,32649311423302",9,0,9
"Danielle Casanova - Place Vendôme","48,8682664982233","2,33048390597105","Cimetière de Montmartre","48,886472466142","2,3328901827335",13,2,11
"Gare du Nord - Saint-Vincent de Paul","48,880955741648","2,3524305148385","Place Albert Kahn","48,8957969797804","2,34558558413486",6,0,6
"Hôtel de Ville d'Asnières sur Seine","48,9099933002558","2,28823810815811","Faubourg Poissonnière - Dunkerque","48,8808834454044","2,34993427991867",13,8,5
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,0,13
"Saint-Honoré - 29 juillet","48,8655711428242","2,33056741757715","Dunkerque - Rocroy","48,880726","2,351464",9,0,9
"Mairie du 3ème","48,8644617813914","2,36176282167435","Bourdon - Pont Morland","48,8478103","2,3659356",13,0,13
"Bourdonnais - Tour Eiffel","48,860897797941","2,295599598447","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,2,7
"Pascal - Claude Bernard","48,8390619521597","2,34997820109129","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",9,0,9
"Marceau Delorme - Pierre Brossolette","48,9120606286036","2,29589742356875","Ney - Porte de Clignancourt ","48,8978867","2,3458001",13,2,11
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",13,3,10
"Saint-Denis - Rivoli","48,859059340842","2,3476943001151","Gare du Nord - Saint-Vincent de Paul","48,880955741648","2,3524305148385",9,0,9
"Française - Etienne Marcel","48,8640533046538","2,34758701175451","Porte de Clignancourt.","48,897488","2,343996",8,0,8
"Raspail - Manufacture des Oeillets","48,8094458","2,3903009","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Cloître Saint-Merri - Renard","48,8588354488982","2,35182791948318","Mairie du 18ème","48,8929392969376","2,34455108642578",13,0,13
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Place Amédée Gordini - Lefebvre","48,83061737745","2,2920634208276",9,4,5
"Carrefour Pleyel","48,9203415696033","2,34385438263416","Place Albert Kahn","48,8957969797804","2,34558558413486",5,0,5
"Rivoli - Musée du Louvre","48,8636463685194","2,33409583568573","Belleville - Porte des Lilas","48,8766039189276","2,40476969112948",13,1,12
"Place Saint-Just","48,7903795187243","2,3895226791501","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",8,5,3
"Commerce - Letellier","48,8479766037361","2,29662451965988","Porte de la Plaine","48,8280516960598","2,29242771863937",13,2,11
"Dunkerque - Alsace","48,879355","2,358379","Belleville -  Pré Saint-Gervais","48,875565910073","2,3930460959673",6,0,6
"Gobelins - Port-Royal","48,837135900263","2,3515201359987","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",12,1,11
"Gare RER - Général de Gaulle","48,933548439566","2,3064726536317","Porte de Clignancourt.","48,897488","2,343996",13,13,0
"Ney - Porte de Clignancourt ","48,8978867","2,3458001","Place Albert Kahn","48,8957969797804","2,34558558413486",4,1,3
"Pascal - Claude Bernard","48,8390619521597","2,34997820109129","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,0,13
"Emile Zola - Fondary","48,8470511431137","2,29534059762955","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,0,9
"Mairie du 12ème","48,840855311763","2,3875549435616","Manin - Simon Bolivar","48,8764996541268","2,3794073625991",6,1,5
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552","Maine - Jean Zay","48,837925263898","2,3225428909063",9,0,9
"Commerce - Letellier","48,8479766037361","2,29662451965988","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",13,0,13
"Vivaldi - Antoine-Julien Hénard","48,8419236632765","2,38972897946738","Belleville - Télégraphe","48,8756045","2,3995549",13,3,10
"Marne - Charles de Gaulle","48,8150717195444","2,41216689348221","Place du Docteur Yersin","48,8201049499198","2,37255837768316",9,0,9
"Ledru-Rollin - Place du Père Chaillet","48,8564337069437","2,37902058776143","Belleville - Pyrénées","48,8741908","2,3860039",8,1,7
"Gabriel Lamé","48,8351212784276","2,38553456962109","Solitaires - Place des Fêtes","48,876601","2,391769",9,0,9
"Carrefour Pleyel","48,9203415696033","2,34385438263416","Arthur Ranc - Hôpital Bichat","48,8978712500682","2,33352184295654",9,8,1
"Place Jean Mermoz","48,9220937","2,2718348","Etienne Jodelle - Saint Ouen","48,8879401639469","2,32612442031434",13,5,8
"Place de Verdun","48,8202823","2,473775","Porte de Ménilmontant","48,8691543609174","2,40932246879487",3,2,1
