"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Place de Barcelone - Mirabeau","48,847623027364","2,2735664248466","Château - Place de Catalogne","48,836805542262","2,3185293003917",9,0,9
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",9,2,7
"Place Aristide Briand","48,8218923657583","2,41300374269486","Porte de Vincennes","48,846454","2,415514",9,0,9
"David Weill - Parc Montsouris","48,8210923742561","2,33372569084167","Pasteur - Gambetta","48,8457279738451","2,4236011505127",6,2,4
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933","Cours de Vincennes - Davout","48,847238029966","2,4107042336225",4,0,4
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,0,9
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Pasteur - Gambetta","48,8457279738451","2,4236011505127",3,1,2
"Ecole Vétérinaire","48,8148885982249","2,4224362157779","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,2,7
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Romain Rolland","48,8202152296628","2,32341442344183",9,0,9
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Dareau - Broussais","48,8307758","2,3361804",9,0,9
"Pierre et Marie Curie - Maurice Thorez","48,815802263608","2,37680498510599","Porte de Vincennes","48,846454","2,415514",9,1,8
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Jourdan - Cité Universitaire","48,8198973431567","2,33970079641244",7,2,5
"Gare RER de Saint-Denis","48,9355432424818","2,3471488058567","André Karman - République","48,9103987576185","2,38513559103012",4,0,4
"Franciade - Gabriel Péri","48,932614993315","2,3559544980526","Cambrai - Benjamin Constant","48,8959473685135","2,38113380224631",15,11,4
"Place du 8 mai 1945","48,9388822721054","2,35662437975407","Championnet - Vauvenargues","48,8940187474457","2,3319872841239",10,6,4
"Charles Lecocq - Lecourbe","48,84044","2,294867","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",13,0,13
"Marc Sangnier - Porte de Vanves","48,8252186835567","2,31071166694164","Nationale - Vincent Auriol","48,8325270839729","2,36235441039212",6,3,3
"Lourmel - Marie Skobtsov","48,844974","2,287283","Jonquoy - Didot","48,8289045482395","2,31648076325655",13,1,12
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286","Nationale - Vincent Auriol","48,8325270839729","2,36235441039212",10,3,7
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Plantes - Moulin Vert","48,8300575530563","2,3232302069664",13,0,13
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Leibniz - Jean Dollfus","48,896328348516","2,33339042383468",9,2,7
"Théâtre - Lourmel","48,8482070397636","2,28986587375402","Place des Droits de l'Enfant","48,8274804","2,3319217",14,2,12
"Gare de Lyon - Place Louis Armand","48,845515089794","2,3726498446286","Repos - Cimetière du Père Lachaise","48,859358523593","2,3896131366845",15,10,5
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Place Joffre - Frédéric le Play","48,853754486938","2,3044242337346",13,2,11
"Malesherbes - Place de la Madeleine","48,8704060284825","2,32324350980799","Bessières - Porte de Clichy","48,8961176245147","2,31790903955698",12,0,12
"Rapp - Place du Général Gouraud","48,858102885107","2,3004072904587","Marcel Yol - Jullien","48,8253761180259","2,28723501805893",13,5,8
"Hector Malot - Daumesnil","48,8469355299176","2,37708762288094","Saint-Mandé - Fabre d'Eglantine","48,8453579","2,3965022",15,0,15
"Palais des Sports","48,833468517426","2,2858720645308","Porte de la Plaine","48,8280516960598","2,29242771863937",13,0,13
"Pirogues de Bercy - Libourne","48,832308","2,38637","Place du Docteur Yersin","48,8201049499198","2,37255837768316",15,1,14
"Square Louis XVI","48,8732044010289","2,32365883074314","Toqueville - Cardinet","48,8849018711071","2,31093931943178",4,0,4
"Cauchy - Cévennes","48,8433725710224","2,27513283491135","Dantzig - Lefebvre","48,8301392158676","2,29593403637409",9,0,9
"Jean-Jacques Rousseau - Deux Ecus","48,8629780597213","2,34146352857351","Estrapade - Ulm","48,8451277282804","2,34545681703617",5,5,0
"Bruant - Vincent Auriol","48,834848452929","2,3668264996271","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",17,10,7
