"Nom station prise","Latitude station prise","Longitude station prise","Nom station dépose","Latitude station dépose","Longitude station dépose",Total,VAE,VM
"Place Aristide Briand","48,8218923657583","2,41300374269486","Porte de Bagnolet","48,864707139123","2,40834463734961",9,0,9
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Station Paris Basketball - Stade Georges Carpentier","48,8204824383814","2,36683219671249",9,0,9
"Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452","Roger Salengro - Fontainebleau","48,814548697325","2,3611663654447",4,4,0
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Cours de Vincennes - Soult","48,846918761569","2,4105220288038",10,4,6
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034","Château de Vincennes","48,8442319325566","2,43920953770918",3,0,3
"Place Mongolfier","48,8151600300604","2,45928794145584","Bobillot - Moulin des Prés","48,828657346203","2,353020646317",8,4,4
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",9,3,6
"Ecole Vétérinaire","48,8148885982249","2,4224362157779","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",9,0,9
"Place Marcel Cachin","48,8141144235687","2,39090770483017","Paris - Laitières","48,8463027415126","2,42075532674789",9,4,5
"Place Aristide Briand","48,8218923657583","2,41300374269486","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",9,5,4
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Hôpital Bégin","48,8457167211301","2,42724627256393",11,7,4
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Pyrénées - Charles Renouvier","48,8609593322922","2,40042185204211",8,0,8
"Liard - Amiral Mouchez","48,8214169","2,342167","Porte d'Orléans","48,8227639","2,3249313",9,2,7
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Quai Marcel Boyer - Victor Hugo","48,8225563666673","2,39203959703445","Auguste Blanqui - Corvisart","48,8300989","2,3502726",9,1,8
"Ecole Vétérinaire","48,8148885982249","2,4224362157779","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",11,5,6
"Place Aristide Briand","48,8218923657583","2,41300374269486","Bagnolet - Place Saint-Blaise","48,85973","2,40334",9,6,3
"Victor Hugo - Paul Eluard","48,819602554907","2,4114319673051","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186","Maine - Jean Zay","48,837925263898","2,3225428909063",8,0,8
"Place Mongolfier","48,8151600300604","2,45928794145584","Bagnolet - Place Saint-Blaise","48,85973","2,40334",8,1,7
"Place Mongolfier","48,8151600300604","2,45928794145584","Paul Doumer - La Tour","48,8601161096266","2,28084048191106",3,1,2
"Hôtel de Ville de Saint-Ouen","48,911380185786","2,3340076807601","Lepic - Armée d'Orient","48,8875364038142","2,33430773019791",16,3,13
"Victor Hugo - Ecoles","48,8047600793613","2,41803739302621","Place Jeanne d'Arc","48,829575","2,369126",11,0,11
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Place du Docteur Yersin","48,8201049499198","2,37255837768316",8,6,2
"Blanqui - Docteur Bauer","48,907735489085","2,3407192814591","Victor Hugo - Magasins Généraux","48,9032814011268","2,36807238310575",13,2,11
"Choisy - Malmaisons","48,8219197029561","2,36334688340709","Eugène Oudiné - Dessous Des Berges","48,8256423","2,3750226",15,7,8
"Adrien Lesesne - Docteur Bauer","48,9026386730463","2,34824806343151","Emile Blemont - Poteau","48,8943782","2,3415122",10,4,6
"Boutroux - Porte de Vitry","48,822632","2,377738","Italie - Jardin Joan Miro","48,8199091404576","2,35929485410452",15,0,15
"Place Jean Delay","48,823316","2,354336","Moulin de la Pointe","48,8209294605144","2,35631793737411",9,6,3
"Porte d'Italie","48,817161987719","2,36023630946875","Vistule - Choisy","48,8236554366061","2,36157238483429",7,1,6
"Parmentier - Abel Rabaud","48,8692127383611","2,37168882124071","Assemblée Nationale","48,861411014652","2,3201214185208",3,0,3
"Transvaal - Charles de Gaulle ","48,8482804036288","2,23734201208572","Edouard Vaillant - Paul-Adolphe Souriau","48,8348458588287","2,2479459643364",6,5,1
"Berthier - Porte de Clichy","48,894222687781","2,3125872006816","Paul Bodin - Clichy","48,8923961461893","2,31714259833098",11,2,9
"Mstislav Rostropovitch - Berthier","48,892120821174","2,30923410505056","Pereire - Place de Wagram","48,8870706075812","2,30411112453146",13,10,3
"Porte d'Auteuil","48,8479394142243","2,26083967834711","Exelmans - Versailles","48,8409749109197","2,26439025253057",14,8,6
"Molitor - Chardon-Lagache","48,8452088018323","2,26568408310413","Mozart - Jasmin","48,8528612487169","2,26848357065151",14,6,8
"Exelmans - Michel-Ange","48,8430948665185","2,25977708006691","Vignes - Boulainvilliers","48,8563994839505","2,27524045854807",15,7,8
"Place du Palais Royal","48,862382970647","2,3384822532535","Leibniz - Jean Dollfus","48,896328348516","2,33339042383468",6,0,6
"Porte Molitor","48,8452476351143","2,25690152496099","Paul Doumer - La Tour","48,8601161096266","2,28084048191106",9,3,6
"Place de l'Europe - Alfortville","48,7891370240584","2,42848008871079","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",10,3,7
"Camille Groult - Guy Môquet","48,7874827465213","2,39767257124186","Stalingrad - Henri Luisette","48,7836309245659","2,36693594676193",9,1,8
"8 Mai 1945 - 10 Juillet 1940","48,784567029674","2,3979035764933","Bobillot - Paulin Mery","48,8298998417474","2,35433567667485",9,0,9
"Pirogues de Bercy - Libourne","48,832308","2,38637","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",9,0,9
"Place de l'Eglise - Vitry-sur-Seine","48,7919228199218","2,39505775272846","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,0,9
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","René Coty - Place Denfert-Rochereau","48,833056477316","2,3329411447048",9,0,9
"Ecole Vétérinaire","48,8148885982249","2,4224362157779","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,6,7
"Fernand Braudel - Vincent Auriol ","48,8363785231815","2,3723404482007","Bruant - Vincent Auriol","48,834848452929","2,3668264996271",3,0,3
"Place de Barcelone - Mirabeau","48,847623027364","2,2735664248466","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,1,12
"Place Mongolfier","48,8151600300604","2,45928794145584","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",15,6,9
"Gare RER - Maurice Grandcoing","48,813881","2,392429","Odessa - Départ","48,842885590081","2,3244281485677",9,1,8
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Pasteur - Cotentin","48,8389284","2,316356",9,1,8
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Jourdan - Cité Universitaire","48,8198973431567","2,33970079641244",12,1,11
"Gabriel Lamé","48,8351212784276","2,38553456962109","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",9,0,9
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",9,0,9
"Général Michel Bizot - Claude Decaen","48,8348126298254","2,4009277881277","Maine - Jean Zay","48,837925263898","2,3225428909063",13,0,13
"Pirogues de Bercy - Libourne","48,832308","2,38637","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,0,13
"Terroirs de France - Lheureux","48,8321202707484","2,38861810415983","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",9,4,5
"Place de Barcelone - Mirabeau","48,847623027364","2,2735664248466","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",13,1,12
"Carnot - Pâquerettes","48,7959293943251","2,42618411779404","Schoelcher - Raspail","48,8368173352684","2,33127940804115",9,0,9
"Danielle Casanova - Ledru-Rollin","48,8157834978768","2,38325972110033","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",13,2,11
"Place Mongolfier","48,8151600300604","2,45928794145584","Odessa - Départ","48,842885590081","2,3244281485677",4,2,2
"Place Mongolfier","48,8151600300604","2,45928794145584","Maine - Antoine Bourdelle","48,8430853174659","2,32026394678474",5,5,0
"François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143","Romain Rolland","48,8202152296628","2,32341442344183",13,0,13
"Grenelle - Violet","48,8499303551215","2,29461204260588","Maine - Liancourt","48,835064363954","2,323731449974",8,0,8
"Place Marcel Cachin","48,8141144235687","2,39090770483017","René Coty - Parc Montsouris","48,8247913449803","2,3361249268055",9,0,9
"Lakanal - Commerce","48,8444246278654","2,29405917227268","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",13,1,12
"Gabriel Péri - Danielle Casanova","48,790114","2,4025777","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",9,4,5
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Edgar Quinet - Raspail","48,8394026667384","2,32971478253603",12,2,10
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228","Château - Place de Catalogne","48,836805542262","2,3185293003917",12,1,11
"Dupleix - du Guesclin","48,8514791041337","2,29670953005552","Edgar Quinet - Gaité","48,8411609289663","2,32459545135498",13,1,12
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Pyrénées - Charles Renouvier","48,8609593322922","2,40042185204211",9,1,8
"Youri Gagarine - Commune de Paris","48,782427463041","2,3939734697342","Gare Montparnasse - Vaugirard","48,8418071798797","2,31951002690117",16,7,9
"Place Charles Michels","48,846401","2,28502","Porte Molitor","48,8452476351143","2,25690152496099",13,0,13
"Grenelle - Dr Finlay","48,851315406716","2,29195028543472","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",13,0,13
"Emeriau - Place de Brazzaville","48,850785261675","2,28715851902962","Jourdan - Cité Universitaire","48,8198973431567","2,33970079641244",9,0,9
"Cevennes - Bergers","48,842407651304","2,28103771805763","Porte d'Auteuil","48,8479394142243","2,26083967834711",13,1,12
"BNF - Bibliothèque Nationale de France","48,8350268238","2,3760157451034","Bagnolet - Place Saint-Blaise","48,85973","2,40334",5,0,5
"Félix Faure - Convention","48,841249336041","2,2883866008495","Gare Montparnasse - Edgar Quinet","48,841487851079","2,3233232282801",9,0,9
"Place Robert Guillemard","48,8361917280667","2,28112671600864","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",9,0,9
"Croix Nivert - Square Saint-Lambert","48,8430515215905","2,29520045220852","Vaugirard - Pasteur","48,840408688035","2,3154367133975",9,1,8
"Lakanal - Commerce","48,8444246278654","2,29405917227268","Pasteur - Cotentin","48,8389284","2,316356",12,2,10
"Emile Zola - Fondary","48,8470511431137","2,29534059762955","Gare Montparnasse - Arrivée","48,843827994315","2,3225811123848",4,1,3
"Emile Zola - Fondary","48,8470511431137","2,29534059762955","Maine - Antoine Bourdelle","48,8430853174659","2,32026394678474",5,0,5
"Duroc - Place de Breteuil","48,847460641142","2,3126140236855","Gare Montparnasse - René Mouchotte","48,8392038432924","2,32088394463062",12,1,11
"Westermeyer - Paul Vaillant-Couturier","48,8191161815788","2,39666372537613","Bagnolet - Place Saint-Blaise","48,85973","2,40334",5,0,5
"Emeriau - Beaugrenelle","48,8479124971494","2,28430598974228","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",13,3,10
"Commerce - Letellier","48,8479766037361","2,29662451965988","Frères Flavien - Porte des Lilas","48,8780992764359","2,41104629853209",13,0,13
"Paris - Laitières","48,8463027415126","2,42075532674789","Cours de Vincennes - Davout","48,847238029966","2,4107042336225",9,4,5
"Emile Zola - Fondary","48,8470511431137","2,29534059762955","Eylau - Trocadéro","48,863354122371","2,2864209115505",13,0,13
"M.- A. Lagroua Weill-Hallé -  F. Dolto","48,8285952838574","2,38022060626611","Place d'Italie - Vincent Auriol","48,831481874467","2,3567550292319",5,0,5
"François Truffaut - Saint Emilion","48,8337235434481","2,38660190327143","Place d'Italie - Soeur Rosalie","48,831908520394","2,3546943448098",3,0,3
